"addinfo.input_count","addinfo.invocations","addinfo.output_count",author,cached,canSummarize,cursorTime,defaultSaveTTL,defaultTTL,delegate,diskUsage,"dispatch.check_disk_usage.invocations","dispatch.createdSearchResultInfrastructure.duration_secs","dispatch.createdSearchResultInfrastructure.invocations","dispatch.evaluate.export.invocations","dispatch.evaluate.search.duration_secs","dispatch.evaluate.search.invocations","dispatch.evaluate.stats.invocations","dispatch.fetch.rcp.phase_0.duration_secs","dispatch.fetch.rcp.phase_0.invocations","dispatch.finalWriteToDisk.invocations","dispatch.localSearch.duration_secs","dispatch.localSearch.invocations","dispatch.preview.duration.duration_secs","dispatch.preview.duration.invocations","dispatch.preview.snapshot.duration_secs","dispatch.preview.snapshot.invocations","dispatch.preview.write_results_to_disk.invocations","dispatch.stream.local.duration_secs","dispatch.stream.local.invocations","dispatch.writeStatus.duration_secs","dispatch.writeStatus.invocations",dispatchState,doneProgress,dropCount,earliestTime,eventAvailableCount,eventCount,eventFieldCount,eventIsStreaming,eventIsTruncated,eventSearch,eventSorting,"fields.input_count","fields.invocations","fields.output_count",id,"io_limit",isBatchModeSearch,isDone,isEventsPreviewEnabled,isFailed,isFinalized,isGoodSummarizationCandidate,isPaused,isPreviewEnabled,isRealTimeSearch,isRemoteTimeline,isSaved,isSavedSearch,isTimeCursored,isZombie,"is_prjob",keywords,label,latestTime,meanPreviewPeriod,"messages.info","noop.input_count","noop.invocations","noop.output_count",normalizedSearch,numPreviews,optimizedSearch,phase0,phase1,pid,"prestats.input_count","prestats.invocations","prestats.output_count",priority,provenance,published,reduceSearch,remoteSearch,reportSearch,"request_search",resultCount,resultIsStreaming,resultPreviewCount,runDuration,"runtime.auto_cancel","runtime.auto_pause",sampleRatio,sampleSeed,scanCount,search,"search.duration_secs","search.expand_search.calcfield.invocations","search.expand_search.duration_secs","search.expand_search.fieldaliaser.invocations","search.expand_search.indexed_fields.invocations","search.expand_search.invocations","search.expand_search.kv.invocations","search.expand_search.lookup.invocations","search.expand_search.sourcetype.invocations","search.index.bucketcache.hit.invocations","search.index.bucketcache.miss.duration_secs","search.index.bucketcache.miss.invocations","search.index.duration_secs","search.index.invocations","search.input_count","search.invocations","search.output_count","search.parse_directives.invocations","search.summary.invocations","search.track_sourcetypes.invocations",searchCanBeEventType,searchEarliestTime,searchLatestTime,searchProviders,searchTotalBucketsCount,searchTotalEliminatedBucketsCount,"search_name",sid,"splunk_server","startup.configuration.duration_secs","startup.configuration.invocations","startup.handoff.duration_secs","startup.handoff.invocations","stats.execute_input.input_count","stats.execute_input.invocations","stats.execute_input.output_count","stats.execute_output.input_count","stats.execute_output.invocations","stats.execute_output.output_count","stats.input_count","stats.invocations","stats.output_count",statusBuckets,title,ttl,updated
0,1,0,"jmeter-test",uncached,1,"1970-01-01T00:00:00.000+00:00",604800,86400,"",94208,1,"0.001",1,2,"0.067",2,2,"11.946",3,1,"11.713",1,"0.003",2,"0.006",2,2,"11.713",1,"0.014",17,DONE,"1.00000",0,"2023-01-01T06:00:00.000+00:00",0,0,0,1,0,"search (earliest=""01/01/2023:06:00:00"" index=test_s2_gp2 latest=""01/02/2023:22:00:00"" ""zefuirusu"")",none,0,1,0,"https://127.0.0.1:8089/services/search/jobs/1696517844.1482",3000M,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,"earliest::01/01/2023:06:00:00 index::test_s2_gp2 latest::01/02/2023:22:00:00 zefuirusu","","2023-01-02T22:00:00.000+00:00","6.087","Your timerange was substituted based on your search string",0,1,0,"litsearch (index=test_s2_gp2 earliest=""01/01/2023:06:00:00"" latest=""01/02/2023:22:00:00"" ""zefuirusu"") | addinfo type=count label=prereport_events | fields keepcolorder=t ""prestats_reserved_*"" ""psrsvd_*"" | prestats count",2,"| search (earliest=""01/01/2023:06:00:00"" index=test_s2_gp2 latest=""01/02/2023:22:00:00"" ""zefuirusu"") | stats count | export add_timestamp=f add_offset=t format=csv segmentation=raw","litsearch (index=test_s2_gp2 ""zefuirusu"" _time>=1672552800.000 _time<1672696800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count","stats  count  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",221122,0,1,0,5,"","2023-10-05T14:57:24.000+00:00","sistats count","litsearch (index=test_s2_gp2 ""zefuirusu"" _time>=1672552800.000 _time<1672696800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count","stats  count | export  add_timestamp=f add_offset=t format=csv segmentation=raw","search index=test_s2_gp2 earliest=""01/01/2023:06:00:00"" latest=""01/02/2023:22:00:00"" ""zefuirusu"" | stats count",1,0,1,"12.178",0,0,1,0,0,"search index=test_s2_gp2 earliest=""01/01/2023:06:00:00"" latest=""01/02/2023:22:00:00"" ""zefuirusu"" | stats count | export add_timestamp=f add_offset=t format=csv segmentation=raw","11.713",2,"0.017",2,2,2,2,2,2,27,"11.67",5,"11.677",32,0,1,0,2,1,1,0,"1672552800.000000000","1672696800.000000000",i3en6xl,32,29,"rare-exact","1696517844.1482",i3en6xl,"0.017",2,"0.102",2,0,3,0,0,1,1,0,4,1,0,"search index=test_s2_gp2 earliest=""01/01/2023:06:00:00"" latest=""01/02/2023:22:00:00"" ""zefuirusu"" | stats count | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,"2023-10-05T14:57:37.706+00:00"
,,,"jmeter-test",uncached,0,"1970-01-01T00:00:00.000+00:00",604800,86400,"",180224,1,"0.002",1,2,,,,"17.507",68,1,"13.282",1,"0.021",10,"0.03",10,10,"13.279",67,"0.024",30,DONE,"1.00000",0,"2023-01-01T06:00:00.000+00:00",0,83,0,1,0,"",none,,,,"https://127.0.0.1:8089/services/search/jobs/1696517844.1479",3000M,1,1,0,0,0,,0,1,0,0,0,0,0,0,0,"","","2023-01-02T22:00:00.000+00:00","1.7594","Your timerange was substituted based on your 'where' clause",0,1,0,"tstats prestats=t local=f summariesonly=t allow_old_summaries=f chunk_size=1000000000 count where index=test_s2_gp2 AND display_login=""Ab*"" earliest=""01/01/2023:06:00:00"" latest=""01/02/2023:22:00:00"" groupby _time display_login span=2880s",10," | tstats summariesonly=true allow_old_summaries=false chunk_size=1000000000 count WHERE (index=test_s2_gp2 display_login=""Ab*"" _time>=1672552800.000 _time<1672696800.000) BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false | export add_timestamp=f add_offset=t format=csv segmentation=raw","tstats  prestats=t local=f summariesonly=t allow_old_summaries=f chunk_size=1000000000 count where (index=test_s2_gp2 display_login=""Ab*"" _time>=1672552800.000 _time<1672696800.000) groupby _time display_login span=2880s","tstats  summariesonly=true allow_old_summaries=false chunk_size=1000000000 count WHERE (index=test_s2_gp2 display_login=""Ab*"" _time>=1672552800.000 _time<1672696800.000) BY _time span=2880s, display_login  | timechart  limit=100 span=2880s count BY display_login usenull=false  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",221145,,,,5,"","2023-10-05T14:57:24.000+00:00","sistats count by _time display_login","tstats  prestats=t local=f summariesonly=t allow_old_summaries=f chunk_size=1000000000 count where (index=test_s2_gp2 display_login=""Ab*"" _time>=1672552800.000 _time<1672696800.000) groupby _time display_login span=2880s","tstats  summariesonly=true allow_old_summaries=false chunk_size=1000000000 count WHERE (index=test_s2_gp2 display_login=""Ab*"" _time>=1672552800.000 _time<1672696800.000) BY _time span=2880s, display_login | timechart  limit=100 span=2880s count BY display_login usenull=false | export  add_timestamp=f add_offset=t format=csv segmentation=raw","| tstats summariesonly=t chunk_size=1000000000 count WHERE index=test_s2_gp2 AND display_login=""Ab*"" earliest=""01/01/2023:06:00:00"" latest=""01/02/2023:22:00:00""  BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false",51,0,51,"17.6",0,0,1,0,83,"| tstats summariesonly=t chunk_size=1000000000 count WHERE index=test_s2_gp2 AND display_login=""Ab*"" earliest=""01/01/2023:06:00:00"" latest=""01/02/2023:22:00:00""  BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false | export add_timestamp=f add_offset=t format=csv segmentation=raw",,,,,,,,,,16,"7.24",16,,,,,,,,,0,"1672552800.000000000","1672696800.000000000",i3en6xl,0,0,tstats2,"1696517844.1479",i3en6xl,"0.017",2,"0.104",2,,,,,,,,,,0,"| tstats summariesonly=t chunk_size=1000000000 count WHERE index=test_s2_gp2 AND display_login=""Ab*"" earliest=""01/01/2023:06:00:00"" latest=""01/02/2023:22:00:00""  BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,"2023-10-05T14:57:42.506+00:00"
,,,"jmeter-test",uncached,0,"1970-01-01T00:00:00.000+00:00",604800,86400,"",180224,1,"0.002",1,2,,,,"17.924",68,1,"13.692",1,"0.024",10,"0.032",10,10,"13.689",67,"0.021",31,DONE,"1.00000",0,"2023-01-01T06:00:00.000+00:00",0,98,0,1,0,"",none,,,,"https://127.0.0.1:8089/services/search/jobs/1696517844.1481",3000M,1,1,0,0,0,,0,1,0,0,0,0,0,0,0,"","","2023-01-02T22:00:00.000+00:00","1.7623000000000002","Your timerange was substituted based on your 'where' clause",0,1,0,"tstats prestats=t local=f summariesonly=t allow_old_summaries=f chunk_size=1000000000 count where index=test_s2_gp2 AND display_login=""Ze*"" earliest=""01/01/2023:06:00:00"" latest=""01/02/2023:22:00:00"" groupby _time display_login span=2880s",10," | tstats summariesonly=true allow_old_summaries=false chunk_size=1000000000 count WHERE (index=test_s2_gp2 display_login=""Ze*"" _time>=1672552800.000 _time<1672696800.000) BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false | export add_timestamp=f add_offset=t format=csv segmentation=raw","tstats  prestats=t local=f summariesonly=t allow_old_summaries=f chunk_size=1000000000 count where (index=test_s2_gp2 display_login=""Ze*"" _time>=1672552800.000 _time<1672696800.000) groupby _time display_login span=2880s","tstats  summariesonly=true allow_old_summaries=false chunk_size=1000000000 count WHERE (index=test_s2_gp2 display_login=""Ze*"" _time>=1672552800.000 _time<1672696800.000) BY _time span=2880s, display_login  | timechart  limit=100 span=2880s count BY display_login usenull=false  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",221151,,,,5,"","2023-10-05T14:57:24.000+00:00","sistats count by _time display_login","tstats  prestats=t local=f summariesonly=t allow_old_summaries=f chunk_size=1000000000 count where (index=test_s2_gp2 display_login=""Ze*"" _time>=1672552800.000 _time<1672696800.000) groupby _time display_login span=2880s","tstats  summariesonly=true allow_old_summaries=false chunk_size=1000000000 count WHERE (index=test_s2_gp2 display_login=""Ze*"" _time>=1672552800.000 _time<1672696800.000) BY _time span=2880s, display_login | timechart  limit=100 span=2880s count BY display_login usenull=false | export  add_timestamp=f add_offset=t format=csv segmentation=raw","| tstats summariesonly=t chunk_size=1000000000 count WHERE index=test_s2_gp2 AND display_login=""Ze*"" earliest=""01/01/2023:06:00:00"" latest=""01/02/2023:22:00:00""  BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false",51,0,51,"18.019000000000002",0,0,1,0,98,"| tstats summariesonly=t chunk_size=1000000000 count WHERE index=test_s2_gp2 AND display_login=""Ze*"" earliest=""01/01/2023:06:00:00"" latest=""01/02/2023:22:00:00""  BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false | export add_timestamp=f add_offset=t format=csv segmentation=raw",,,,,,,,,,17,"7.341",15,,,,,,,,,0,"1672552800.000000000","1672696800.000000000",i3en6xl,0,0,tstats1,"1696517844.1481",i3en6xl,"0.017",2,"0.106",2,,,,,,,,,,0,"| tstats summariesonly=t chunk_size=1000000000 count WHERE index=test_s2_gp2 AND display_login=""Ze*"" earliest=""01/01/2023:06:00:00"" latest=""01/02/2023:22:00:00""  BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,"2023-10-05T14:57:42.896+00:00"
31,32,31,"jmeter-test",uncached,1,"1970-01-01T00:00:00.000+00:00",604800,86400,"",102400,4,"0.001",1,2,"0.049",2,2,"44.561",34,1,"44.371",1,"0.007",8,"0.014",8,8,"44.369",32,"0.04",55,DONE,"1.00000",0,"2023-01-01T06:00:00.000+00:00",0,31,0,1,0,"search (earliest=""01/01/2023:06:00:00"" index=test_s2_gp2 latest=""01/02/2023:22:00:00"" ""abcdef*"")",none,31,32,31,"https://127.0.0.1:8089/services/search/jobs/1696517844.1477",3000M,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,"abcdef* earliest::01/01/2023:06:00:00 index::test_s2_gp2 latest::01/02/2023:22:00:00","","2023-01-02T22:00:00.000+00:00","5.587875","Your timerange was substituted based on your search string",0,1,0,"litsearch (index=test_s2_gp2 earliest=""01/01/2023:06:00:00"" latest=""01/02/2023:22:00:00"" ""abcdef*"") | addinfo type=count label=prereport_events | fields keepcolorder=t ""prestats_reserved_*"" ""psrsvd_*"" | prestats count",8,"| search (earliest=""01/01/2023:06:00:00"" index=test_s2_gp2 latest=""01/02/2023:22:00:00"" ""abcdef*"") | stats count | export add_timestamp=f add_offset=t format=csv segmentation=raw","litsearch (index=test_s2_gp2 ""abcdef*"" _time>=1672552800.000 _time<1672696800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count","stats  count  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",221127,31,32,31,5,"","2023-10-05T14:57:24.000+00:00","sistats count","litsearch (index=test_s2_gp2 ""abcdef*"" _time>=1672552800.000 _time<1672696800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count","stats  count | export  add_timestamp=f add_offset=t format=csv segmentation=raw","search index=test_s2_gp2 earliest=""01/01/2023:06:00:00"" latest=""01/02/2023:22:00:00"" ""abcdef*"" | stats count",1,0,1,"44.71",0,0,1,0,31,"search index=test_s2_gp2 earliest=""01/01/2023:06:00:00"" latest=""01/02/2023:22:00:00"" ""abcdef*"" | stats count | export add_timestamp=f add_offset=t format=csv segmentation=raw","44.368",2,"0.015",2,2,2,2,2,2,31,"2.628",1,"4.772",32,0,32,31,2,32,32,0,"1672552800.000000000","1672696800.000000000",i3en6xl,32,0,"rare-wildcard","1696517844.1477",i3en6xl,"0.017",2,"0.104",2,31,34,0,0,1,1,31,35,1,0,"search index=test_s2_gp2 earliest=""01/01/2023:06:00:00"" latest=""01/02/2023:22:00:00"" ""abcdef*"" | stats count | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,"2023-10-05T14:58:09.606+00:00"
340,162,340,"jmeter-test",uncached,1,"1970-01-01T00:00:00.000+00:00",604800,86400,"",102400,4,"0.001",1,2,"0.056",2,2,"44.501",164,1,"44.285",1,"0.009",10,"0.017",10,10,"44.277",162,"0.042",57,DONE,"1.00000",0,"2023-01-01T06:00:00.000+00:00",0,340,0,1,0,"search (display_login=""Z*"" earliest=""01/01/2023:06:00:00"" index=test_s2_gp2 latest=""01/02/2023:22:00:00"")",none,340,162,340,"https://127.0.0.1:8089/services/search/jobs/1696517844.1478",3000M,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,"display_login::z* earliest::01/01/2023:06:00:00 index::test_s2_gp2 latest::01/02/2023:22:00:00","","2023-01-02T22:00:00.000+00:00","4.4728","Your timerange was substituted based on your search string",0,1,0,"litsearch (index=test_s2_gp2 display_login=""Z*"" earliest=""01/01/2023:06:00:00"" latest=""01/02/2023:22:00:00"") | addinfo type=count label=prereport_events | fields keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats count by display_login",10,"| search (display_login=""Z*"" earliest=""01/01/2023:06:00:00"" index=test_s2_gp2 latest=""01/02/2023:22:00:00"") | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw","litsearch (display_login=""Z*"" index=test_s2_gp2 _time>=1672552800.000 _time<1672696800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by display_login","stats  count by display_login  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",221139,340,162,299,5,"","2023-10-05T14:57:24.000+00:00","sistats count by display_login","litsearch (display_login=""Z*"" index=test_s2_gp2 _time>=1672552800.000 _time<1672696800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by display_login","stats  count by display_login | export  add_timestamp=f add_offset=t format=csv segmentation=raw","search index=test_s2_gp2 display_login=""Z*""  earliest=""01/01/2023:06:00:00"" latest=""01/02/2023:22:00:00"" | stats count by display_login",147,0,147,"44.739000000000004",0,0,1,0,340,"search index=test_s2_gp2 display_login=""Z*""  earliest=""01/01/2023:06:00:00"" latest=""01/02/2023:22:00:00"" | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw","44.271",2,"0.016",2,2,2,2,2,2,31,"2.582",1,"4.717",32,0,162,340,2,162,162,0,"1672552800.000000000","1672696800.000000000",i3en6xl,32,0,"sparse-indexed","1696517844.1478",i3en6xl,"0.017",2,"0.104",2,299,164,0,0,1,147,299,165,147,0,"search index=test_s2_gp2 display_login=""Z*""  earliest=""01/01/2023:06:00:00"" latest=""01/02/2023:22:00:00"" | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,"2023-10-05T14:58:09.636+00:00"
15816,152,15816,"jmeter-test",uncached,1,"1970-01-01T00:00:00.000+00:00",604800,86400,"",118784,4,"0.001",1,2,"0.05",2,2,"44.624",155,1,"44.47",1,"0.016",10,"0.025",10,10,"44.463",152,"0.041",57,DONE,"1.00000",0,"2023-01-01T06:00:00.000+00:00",0,15816,0,1,0,"search (earliest=""01/01/2023:06:00:00"" index=test_s2_gp2 latest=""01/02/2023:22:00:00"" ""Z*"")",none,15816,152,15816,"https://127.0.0.1:8089/services/search/jobs/1696517844.1480",3000M,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,"earliest::01/01/2023:06:00:00 index::test_s2_gp2 latest::01/02/2023:22:00:00 z*","","2023-01-02T22:00:00.000+00:00","4.477","Your timerange was substituted based on your search string",0,1,0,"litsearch (index=test_s2_gp2 earliest=""01/01/2023:06:00:00"" latest=""01/02/2023:22:00:00"" ""Z*"") | addinfo type=count label=prereport_events | fields keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats count by display_login",10,"| search (earliest=""01/01/2023:06:00:00"" index=test_s2_gp2 latest=""01/02/2023:22:00:00"" ""Z*"") | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw","litsearch (index=test_s2_gp2 ""Z*"" _time>=1672552800.000 _time<1672696800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by display_login","stats  count by display_login  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",221185,15816,152,2939,5,"","2023-10-05T14:57:24.000+00:00","sistats count by display_login","litsearch (index=test_s2_gp2 ""Z*"" _time>=1672552800.000 _time<1672696800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by display_login","stats  count by display_login | export  add_timestamp=f add_offset=t format=csv segmentation=raw","search index=test_s2_gp2 earliest=""01/01/2023:06:00:00"" latest=""01/02/2023:22:00:00"" ""Z*""  | stats count by display_login",1566,0,1566,"44.803000000000004",0,0,1,0,15816,"search index=test_s2_gp2 earliest=""01/01/2023:06:00:00"" latest=""01/02/2023:22:00:00"" ""Z*""  | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw","44.443",2,"0.016",2,2,2,2,2,2,31,"2.631",1,"5.616",32,0,152,15816,2,152,152,0,"1672552800.000000000","1672696800.000000000",i3en6xl,32,0,"sparse-raw","1696517844.1480",i3en6xl,"0.017",2,"0.106",2,2939,155,0,0,1,1566,2939,156,1566,0,"search index=test_s2_gp2 earliest=""01/01/2023:06:00:00"" latest=""01/02/2023:22:00:00"" ""Z*""  | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,"2023-10-05T14:58:09.686+00:00"
49986,149,49986,"jmeter-test",uncached,1,"1970-01-01T00:00:00.000+00:00",604800,86400,"",237568,4,"0.001",1,2,"0.049",2,2,"44.651",151,1,"44.557",1,"0.068",10,"0.078",10,10,"44.549",149,"0.04",58,DONE,"1.00000",0,"2023-01-01T06:00:00.000+00:00",0,49986,0,1,0,"search (earliest=""01/01/2023:06:00:00"" index=test_s2_gp2 latest=""01/02/2023:22:00:00"")",none,49986,149,49986,"https://127.0.0.1:8089/services/search/jobs/1696517844.1476",3000M,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,"earliest::01/01/2023:06:00:00 index::test_s2_gp2 latest::01/02/2023:22:00:00","","2023-01-02T22:00:00.000+00:00","4.4855","Your timerange was substituted based on your search string",0,1,0,"litsearch (index=test_s2_gp2 earliest=""01/01/2023:06:00:00"" latest=""01/02/2023:22:00:00"") | addinfo type=count label=prereport_events | fields keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats count by display_login",10,"| search (earliest=""01/01/2023:06:00:00"" index=test_s2_gp2 latest=""01/02/2023:22:00:00"") | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw","litsearch (index=test_s2_gp2 _time>=1672552800.000 _time<1672696800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by display_login","stats  count by display_login  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",221016,49986,149,20660,5,"","2023-10-05T14:57:24.000+00:00","sistats count by display_login","litsearch (index=test_s2_gp2 _time>=1672552800.000 _time<1672696800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by display_login","stats  count by display_login | export  add_timestamp=f add_offset=t format=csv segmentation=raw","search index=test_s2_gp2 earliest=""01/01/2023:06:00:00"" latest=""01/02/2023:22:00:00"" | stats count by display_login",10647,0,10647,"44.901",0,0,1,0,49986,"search index=test_s2_gp2 earliest=""01/01/2023:06:00:00"" latest=""01/02/2023:22:00:00"" | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw","44.46",2,"0.016",2,2,2,2,2,2,31,"2.63",1,"4.787",32,0,149,49986,2,149,149,0,"1672552800.000000000","1672696800.000000000",i3en6xl,32,0,"dense-indexed","1696517844.1476",i3en6xl,"0.025",2,"0.106",2,20660,151,0,0,1,10647,20660,152,10647,0,"search index=test_s2_gp2 earliest=""01/01/2023:06:00:00"" latest=""01/02/2023:22:00:00"" | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,"2023-10-05T14:58:09.776+00:00"
49986,149,49986,"jmeter-test",uncached,1,"1970-01-01T00:00:00.000+00:00",604800,86400,"",233472,4,"0.001",1,2,"0.055",2,2,"44.648",151,1,"44.492",1,"0.076",10,"0.086",10,10,"44.483",149,"0.043",58,DONE,"1.00000",0,"2023-01-01T06:00:00.000+00:00",0,49986,0,1,0,"search (earliest=""01/01/2023:06:00:00"" index=test_s2_gp2 latest=""01/02/2023:22:00:00"") | spath actor.login",none,49986,149,49986,"https://127.0.0.1:8089/services/search/jobs/1696517844.1475",3000M,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,"earliest::01/01/2023:06:00:00 index::test_s2_gp2 latest::01/02/2023:22:00:00","","2023-01-02T22:00:00.000+00:00","4.4857","Your timerange was substituted based on your search string",0,1,0,"litsearch (index=test_s2_gp2 earliest=""01/01/2023:06:00:00"" latest=""01/02/2023:22:00:00"") | spath actor.login | addinfo type=count label=prereport_events | fields keepcolorder=t ""actor.login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats count by ""actor.login""",10,"| search (earliest=""01/01/2023:06:00:00"" index=test_s2_gp2 latest=""01/02/2023:22:00:00"") | spath actor.login | stats count by actor.login | export add_timestamp=f add_offset=t format=csv segmentation=raw","litsearch (index=test_s2_gp2 _time>=1672552800.000 _time<1672696800.000) | spath  actor.login | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""actor.login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by ""actor.login""","stats  count by actor.login  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",221176,49986,149,20660,5,"","2023-10-05T14:57:24.000+00:00","sistats count by actor.login","litsearch (index=test_s2_gp2 _time>=1672552800.000 _time<1672696800.000) | spath  actor.login | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""actor.login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by ""actor.login""","stats  count by actor.login | export  add_timestamp=f add_offset=t format=csv segmentation=raw","search index=test_s2_gp2 earliest=""01/01/2023:06:00:00"" latest=""01/02/2023:22:00:00""  | spath actor.login  | stats count by actor.login",10648,0,10648,"44.949",0,0,1,0,49986,"search index=test_s2_gp2 earliest=""01/01/2023:06:00:00"" latest=""01/02/2023:22:00:00""  | spath actor.login  | stats count by actor.login | export add_timestamp=f add_offset=t format=csv segmentation=raw","44.061",2,"0.017",2,2,2,2,2,2,31,"2.581",1,"4.681",32,0,149,49986,2,149,149,0,"1672552800.000000000","1672696800.000000000",i3en6xl,32,0,"dense-raw","1696517844.1475",i3en6xl,"0.017",2,"0.106",2,20660,151,0,0,1,10648,20660,152,10648,0,"search index=test_s2_gp2 earliest=""01/01/2023:06:00:00"" latest=""01/02/2023:22:00:00""  | spath actor.login  | stats count by actor.login | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,"2023-10-05T14:58:09.816+00:00"
