"addinfo.input_count","addinfo.invocations","addinfo.output_count",author,cached,canSummarize,cursorTime,defaultSaveTTL,defaultTTL,delegate,diskUsage,"dispatch.check_disk_usage.invocations","dispatch.createdSearchResultInfrastructure.duration_secs","dispatch.createdSearchResultInfrastructure.invocations","dispatch.evaluate.export.invocations","dispatch.evaluate.search.duration_secs","dispatch.evaluate.search.invocations","dispatch.evaluate.stats.invocations","dispatch.fetch.rcp.phase_0.duration_secs","dispatch.fetch.rcp.phase_0.invocations","dispatch.finalWriteToDisk.invocations","dispatch.localSearch.duration_secs","dispatch.localSearch.invocations","dispatch.preview.duration.duration_secs","dispatch.preview.duration.invocations","dispatch.preview.snapshot.duration_secs","dispatch.preview.snapshot.invocations","dispatch.preview.write_results_to_disk.invocations","dispatch.stream.local.duration_secs","dispatch.stream.local.invocations","dispatch.writeStatus.duration_secs","dispatch.writeStatus.invocations",dispatchState,doneProgress,dropCount,earliestTime,eventAvailableCount,eventCount,eventFieldCount,eventIsStreaming,eventIsTruncated,eventSearch,eventSorting,"fields.input_count","fields.invocations","fields.output_count",id,"io_limit",isBatchModeSearch,isDone,isEventsPreviewEnabled,isFailed,isFinalized,isGoodSummarizationCandidate,isPaused,isPreviewEnabled,isRealTimeSearch,isRemoteTimeline,isSaved,isSavedSearch,isTimeCursored,isZombie,"is_prjob",keywords,label,latestTime,meanPreviewPeriod,"messages.info","noop.input_count","noop.invocations","noop.output_count",normalizedSearch,numPreviews,optimizedSearch,phase0,phase1,pid,"prestats.input_count","prestats.invocations","prestats.output_count",priority,provenance,published,reduceSearch,remoteSearch,reportSearch,"request_search",resultCount,resultIsStreaming,resultPreviewCount,runDuration,"runtime.auto_cancel","runtime.auto_pause",sampleRatio,sampleSeed,scanCount,search,"search.calcfields.input_count","search.calcfields.invocations","search.calcfields.output_count","search.duration_secs","search.evalfilter.input_count","search.evalfilter.invocations","search.evalfilter.output_count","search.expand_search.calcfield.invocations","search.expand_search.duration_secs","search.expand_search.fieldaliaser.invocations","search.expand_search.indexed_fields.invocations","search.expand_search.invocations","search.expand_search.kv.invocations","search.expand_search.lookup.invocations","search.expand_search.sourcetype.invocations","search.fieldalias.input_count","search.fieldalias.invocations","search.fieldalias.output_count","search.filter.input_count","search.filter.invocations","search.filter.output_count","search.index.bucketcache.hit.invocations","search.index.bucketcache.miss.duration_secs","search.index.bucketcache.miss.invocations","search.index.duration_secs","search.index.invocations","search.index.usec_1_8.invocations","search.index.usec_64_512.invocations","search.input_count","search.invocations","search.kv.duration_secs","search.kv.invocations","search.lookups.input_count","search.lookups.invocations","search.lookups.output_count","search.output_count","search.parse_directives.invocations","search.rawdata.bucketcache.miss.duration_secs","search.rawdata.bucketcache.miss.invocations","search.rawdata.duration_secs","search.rawdata.invocations","search.summary.invocations","search.tags.input_count","search.tags.invocations","search.tags.output_count","search.track_sourcetypes.invocations","search.typer.input_count","search.typer.invocations","search.typer.output_count",searchCanBeEventType,searchEarliestTime,searchLatestTime,searchProviders,searchTotalBucketsCount,searchTotalEliminatedBucketsCount,"search_name",sid,"splunk_server","startup.configuration.duration_secs","startup.configuration.invocations","startup.handoff.duration_secs","startup.handoff.invocations","stats.execute_input.input_count","stats.execute_input.invocations","stats.execute_input.output_count","stats.execute_output.input_count","stats.execute_output.invocations","stats.execute_output.output_count","stats.input_count","stats.invocations","stats.output_count",statusBuckets,title,ttl,updated
1,2,1,"jmeter-test",uncached,1,"1970-01-01T00:00:00.000+00:00",604800,86400,"",102400,1,"0.002",1,2,"0.028",2,2,"17.157",4,1,"17.141",1,"0.001",2,"0.002",2,2,"17.141",2,"0.011",22,DONE,"1.00000",0,"2023-01-10T06:00:00.000+00:00",0,1,0,1,0,"search (earliest=""01/10/2023:06:00:00"" index=git latest=""01/12/2023:22:00:00"" ""zefuirusu"")",none,1,2,1,"https://127.0.0.1:8089/services/search/jobs/1697731794.396",3000M,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,"earliest::01/10/2023:06:00:00 index::git latest::01/12/2023:22:00:00 zefuirusu","","2023-01-12T22:00:00.000+00:00","8.6325","Your timerange was substituted based on your search string",0,1,0,"litsearch (index=git earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""zefuirusu"") | addinfo type=count label=prereport_events | fields keepcolorder=t ""prestats_reserved_*"" ""psrsvd_*"" | prestats count",2,"| search (earliest=""01/10/2023:06:00:00"" index=git latest=""01/12/2023:22:00:00"" ""zefuirusu"") | stats count | export add_timestamp=f add_offset=t format=csv segmentation=raw","litsearch (index=git ""zefuirusu"" _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count","stats  count  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",33539,1,2,1,5,"","2023-10-19T16:09:54.000+00:00","sistats count","litsearch (index=git ""zefuirusu"" _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count","stats  count | export  add_timestamp=f add_offset=t format=csv segmentation=raw","search index=git earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""zefuirusu"" | stats count",1,0,1,"17.271",0,0,1,0,1,"search index=git earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""zefuirusu"" | stats count | export add_timestamp=f add_offset=t format=csv segmentation=raw",1,1,1,"17.14",1,1,1,2,"0.009",2,2,2,2,2,2,1,1,1,1,1,1,25,"14.454",4,"14.459",29,44,1,0,2,"0.009",1,1,1,1,1,2,"2.631",1,"0.018",1,2,1,1,1,2,1,1,1,0,"1673330400.000000000","1673560800.000000000","azure-s2-test1",29,28,"rare-exact","1697731794.396","azure-s2-test1","0.012",2,"0.08",2,1,4,0,0,1,1,1,5,1,0,"search index=git earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""zefuirusu"" | stats count | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,"2023-10-19T16:10:12.140+00:00"
,,,"jmeter-test",uncached,0,"1970-01-01T00:00:00.000+00:00",604800,86400,"",167936,2,"0.001",1,2,,,,"26.895",59,1,"20.534",1,"0.181",9,"0.188",9,9,"20.532",58,"0.021",39,DONE,"1.00000",0,"2023-01-10T06:00:00.000+00:00",0,16756,0,1,0,"",none,,,,"https://127.0.0.1:8089/services/search/jobs/1697731794.392",3000M,1,1,0,0,0,,0,1,0,0,0,0,0,0,0,"","","2023-01-12T22:00:00.000+00:00","3.0067777777777778","Your timerange was substituted based on your 'where' clause",0,1,0,"tstats prestats=t local=f summariesonly=t allow_old_summaries=f chunk_size=1000000000 count where index=git AND display_login=""Ze*"" earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" groupby _time display_login span=2880s",9," | tstats summariesonly=true allow_old_summaries=false chunk_size=1000000000 count WHERE (index=git display_login=""Ze*"" _time>=1673330400.000 _time<1673560800.000) BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false | export add_timestamp=f add_offset=t format=csv segmentation=raw","tstats  prestats=t local=f summariesonly=t allow_old_summaries=f chunk_size=1000000000 count where (index=git display_login=""Ze*"" _time>=1673330400.000 _time<1673560800.000) groupby _time display_login span=2880s","tstats  summariesonly=true allow_old_summaries=false chunk_size=1000000000 count WHERE (index=git display_login=""Ze*"" _time>=1673330400.000 _time<1673560800.000) BY _time span=2880s, display_login  | timechart  limit=100 span=2880s count BY display_login usenull=false  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",33544,,,,5,"","2023-10-19T16:09:54.000+00:00","sistats count by _time display_login","tstats  prestats=t local=f summariesonly=t allow_old_summaries=f chunk_size=1000000000 count where (index=git display_login=""Ze*"" _time>=1673330400.000 _time<1673560800.000) groupby _time display_login span=2880s","tstats  summariesonly=true allow_old_summaries=false chunk_size=1000000000 count WHERE (index=git display_login=""Ze*"" _time>=1673330400.000 _time<1673560800.000) BY _time span=2880s, display_login | timechart  limit=100 span=2880s count BY display_login usenull=false | export  add_timestamp=f add_offset=t format=csv segmentation=raw","| tstats summariesonly=t chunk_size=1000000000 count WHERE index=git AND display_login=""Ze*"" earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00""  BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false",81,0,81,"27.171",0,0,1,0,16756,"| tstats summariesonly=t chunk_size=1000000000 count WHERE index=git AND display_login=""Ze*"" earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00""  BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false | export add_timestamp=f add_offset=t format=csv segmentation=raw",,,,,,,,,,,,,,,,,,,,,,18,"20.162",11,,,,,,,,,,,,,,,,,,,,,,,,,,0,"1673330400.000000000","1673560800.000000000","azure-s2-test1",0,0,tstats1,"1697731794.392","azure-s2-test1","0.012",2,"0.076",2,,,,,,,,,,0,"| tstats summariesonly=t chunk_size=1000000000 count WHERE index=git AND display_login=""Ze*"" earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00""  BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,"2023-10-19T16:10:21.460+00:00"
,,,"jmeter-test",uncached,0,"1970-01-01T00:00:00.000+00:00",604800,86400,"",163840,2,"0.002",1,2,,,,"26.759",59,1,"20.545",1,"0.321",7,"0.326",7,7,"20.542",58,"0.022",37,DONE,"1.00000",0,"2023-01-10T06:00:00.000+00:00",0,42349,0,1,0,"",none,,,,"https://127.0.0.1:8089/services/search/jobs/1697731794.394",3000M,1,1,0,0,0,,0,1,0,0,0,0,0,0,0,"","","2023-01-12T22:00:00.000+00:00","3.8757142857142854","Your timerange was substituted based on your 'where' clause",0,1,0,"tstats prestats=t local=f summariesonly=t allow_old_summaries=f chunk_size=1000000000 count where index=git AND display_login=""Ab*"" earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" groupby _time display_login span=2880s",7," | tstats summariesonly=true allow_old_summaries=false chunk_size=1000000000 count WHERE (index=git display_login=""Ab*"" _time>=1673330400.000 _time<1673560800.000) BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false | export add_timestamp=f add_offset=t format=csv segmentation=raw","tstats  prestats=t local=f summariesonly=t allow_old_summaries=f chunk_size=1000000000 count where (index=git display_login=""Ab*"" _time>=1673330400.000 _time<1673560800.000) groupby _time display_login span=2880s","tstats  summariesonly=true allow_old_summaries=false chunk_size=1000000000 count WHERE (index=git display_login=""Ab*"" _time>=1673330400.000 _time<1673560800.000) BY _time span=2880s, display_login  | timechart  limit=100 span=2880s count BY display_login usenull=false  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",33538,,,,5,"","2023-10-19T16:09:54.000+00:00","sistats count by _time display_login","tstats  prestats=t local=f summariesonly=t allow_old_summaries=f chunk_size=1000000000 count where (index=git display_login=""Ab*"" _time>=1673330400.000 _time<1673560800.000) groupby _time display_login span=2880s","tstats  summariesonly=true allow_old_summaries=false chunk_size=1000000000 count WHERE (index=git display_login=""Ab*"" _time>=1673330400.000 _time<1673560800.000) BY _time span=2880s, display_login | timechart  limit=100 span=2880s count BY display_login usenull=false | export  add_timestamp=f add_offset=t format=csv segmentation=raw","| tstats summariesonly=t chunk_size=1000000000 count WHERE index=git AND display_login=""Ab*"" earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00""  BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false",81,0,81,"27.227",0,0,1,0,42349,"| tstats summariesonly=t chunk_size=1000000000 count WHERE index=git AND display_login=""Ab*"" earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00""  BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false | export add_timestamp=f add_offset=t format=csv segmentation=raw",,,,,,,,,,,,,,,,,,,,,,18,"20.1",11,,,,,,,,,,,,,,,,,,,,,,,,,,0,"1673330400.000000000","1673560800.000000000","azure-s2-test1",0,0,tstats2,"1697731794.394","azure-s2-test1","0.013",2,"0.078",2,,,,,,,,,,0,"| tstats summariesonly=t chunk_size=1000000000 count WHERE index=git AND display_login=""Ab*"" earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00""  BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,"2023-10-19T16:10:21.524+00:00"
335,139,335,"jmeter-test",uncached,1,"1970-01-01T00:00:00.000+00:00",604800,86400,"",110592,5,"0.003",1,2,"0.025",2,2,"55.867",142,1,"55.871",1,"0.005",14,"0.012",14,14,"55.867",139,"0.039",73,DONE,"1.00000",0,"2023-01-10T06:00:00.000+00:00",0,335,0,1,0,"search (earliest=""01/10/2023:06:00:00"" index=git latest=""01/12/2023:22:00:00"" ""abcdef*"")",none,335,139,335,"https://127.0.0.1:8089/services/search/jobs/1697731794.397",3000M,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,"abcdef* earliest::01/10/2023:06:00:00 index::git latest::01/12/2023:22:00:00","","2023-01-12T22:00:00.000+00:00","3.987357142857143","Your timerange was substituted based on your search string",0,1,0,"litsearch (index=git earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""abcdef*"") | addinfo type=count label=prereport_events | fields keepcolorder=t ""prestats_reserved_*"" ""psrsvd_*"" | prestats count",14,"| search (earliest=""01/10/2023:06:00:00"" index=git latest=""01/12/2023:22:00:00"" ""abcdef*"") | stats count | export add_timestamp=f add_offset=t format=csv segmentation=raw","litsearch (index=git ""abcdef*"" _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count","stats  count  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",33537,335,139,138,5,"","2023-10-19T16:09:54.000+00:00","sistats count","litsearch (index=git ""abcdef*"" _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count","stats  count | export  add_timestamp=f add_offset=t format=csv segmentation=raw","search index=git earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""abcdef*"" | stats count",1,0,1,"55.995000000000005",0,0,1,0,335,"search index=git earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""abcdef*"" | stats count | export add_timestamp=f add_offset=t format=csv segmentation=raw",335,138,335,"55.863",335,138,335,2,"0.007",2,2,2,2,2,2,335,138,335,335,138,335,27,"10.324",2,"11.195",29,2116,71,0,139,"0.014",138,335,138,335,335,2,"49.005",22,"0.14",29,139,335,138,335,139,335,138,335,0,"1673330400.000000000","1673560800.000000000","azure-s2-test1",29,0,"rare-wildcard","1697731794.397","azure-s2-test1","0.015",2,"0.08",2,138,142,0,0,1,1,138,143,1,0,"search index=git earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""abcdef*"" | stats count | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,"2023-10-19T16:10:50.272+00:00"
113849,135,113849,"jmeter-test",uncached,1,"1970-01-01T00:00:00.000+00:00",604800,86400,"",344064,5,"0.004",1,2,"0.025",2,2,"55.836",137,1,"56.072",1,"0.203",15,"0.219",15,15,"56.067",135,"0.05",74,DONE,"1.00000",0,"2023-01-10T06:00:00.000+00:00",0,113849,0,1,0,"search (display_login=""Z*"" earliest=""01/10/2023:06:00:00"" index=git latest=""01/12/2023:22:00:00"")",none,113849,135,113849,"https://127.0.0.1:8089/services/search/jobs/1697731794.393",3000M,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,"display_login::z* earliest::01/10/2023:06:00:00 index::git latest::01/12/2023:22:00:00","","2023-01-12T22:00:00.000+00:00","3.7222","Your timerange was substituted based on your search string",0,1,0,"litsearch (index=git display_login=""Z*"" earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"") | addinfo type=count label=prereport_events | fields keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats count by display_login",15,"| search (display_login=""Z*"" earliest=""01/10/2023:06:00:00"" index=git latest=""01/12/2023:22:00:00"") | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw","litsearch (display_login=""Z*"" index=git _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by display_login","stats  count by display_login  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",33541,113849,135,75916,5,"","2023-10-19T16:09:54.000+00:00","sistats count by display_login","litsearch (display_login=""Z*"" index=git _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by display_login","stats  count by display_login | export  add_timestamp=f add_offset=t format=csv segmentation=raw","search index=git display_login=""Z*""  earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" | stats count by display_login",18289,0,18289,"56.224000000000004",0,0,1,0,113849,"search index=git display_login=""Z*""  earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw",113849,134,113849,"55.985",113849,134,113849,2,"0.007",2,2,2,2,2,2,113849,134,113849,113849,134,113849,27,"10.067",2,"11.028",29,100064,109,0,135,"0.04",134,113849,134,113849,113849,2,"46.778",22,"2.309",29,135,113849,134,113849,135,113849,134,113849,0,"1673330400.000000000","1673560800.000000000","azure-s2-test1",29,0,"sparse-indexed","1697731794.393","azure-s2-test1","0.011",2,"0.078",2,75916,137,0,0,1,18289,75916,138,18289,0,"search index=git display_login=""Z*""  earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,"2023-10-19T16:10:50.500+00:00"
602738,255,602738,"jmeter-test",uncached,1,"1970-01-01T00:00:00.000+00:00",604800,86400,"",2473984,5,,1,2,"0.025",2,2,"56.385",258,1,"57.349",1,"0.782",17,"0.815",17,17,"57.338",255,"0.048",77,DONE,"1.00000",0,"2023-01-10T06:00:00.000+00:00",0,602738,0,1,0,"search (earliest=""01/10/2023:06:00:00"" index=git latest=""01/12/2023:22:00:00"" ""Z*"")",none,602738,255,602738,"https://127.0.0.1:8089/services/search/jobs/1697731794.398",3000M,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,"earliest::01/10/2023:06:00:00 index::git latest::01/12/2023:22:00:00 z*","","2023-01-12T22:00:00.000+00:00","3.3004705882352945","Your timerange was substituted based on your search string",100000,1,100000,"litsearch (index=git earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""Z*"") | addinfo type=count label=prereport_events | fields keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats count by display_login",17,"| search (earliest=""01/10/2023:06:00:00"" index=git latest=""01/12/2023:22:00:00"" ""Z*"") | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw","litsearch (index=git ""Z*"" _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by display_login","stats  count by display_login  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",31924,602738,255,354931,5,"","2023-10-19T16:09:54.000+00:00","sistats count by display_login","litsearch (index=git ""Z*"" _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by display_login","stats  count by display_login | export  add_timestamp=f add_offset=t format=csv segmentation=raw","search index=git earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""Z*""  | stats count by display_login",117034,0,117034,"57.778",0,0,1,0,602738,"search index=git earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""Z*""  | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw",602738,254,602738,"56.718",602738,254,602738,2,"0.007",2,2,2,2,2,2,602738,254,602738,602738,254,602738,27,"8.255",2,"10.173",29,970650,152,0,255,"0.143",254,602738,254,602738,602738,2,"34.274",18,"8.219",61,255,602738,254,602738,255,602738,254,602738,0,"1673330400.000000000","1673560800.000000000","azure-s2-test1",29,0,"sparse-raw","1697731794.398","azure-s2-test1","0.011",2,"0.028",2,354931,258,0,0,1,0,354931,259,0,0,"search index=git earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""Z*""  | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,"2023-10-19T16:10:52.016+00:00"
11135896,3628,11135896,"jmeter-test",uncached,1,"1970-01-01T00:00:00.000+00:00",604800,86400,"",17485824,6,"0.002",1,2,"0.032",2,2,"52.226",3631,1,"59.315",1,"2.759",27,"2.82",28,27,"59.142",3628,"0.06",93,DONE,"1.00000",0,"2023-01-10T06:00:00.000+00:00",0,11135896,0,1,0,"search (earliest=""01/10/2023:06:00:00"" index=git latest=""01/12/2023:22:00:00"")",none,11135896,3628,11135896,"https://127.0.0.1:8089/services/search/jobs/1697731794.395",3000M,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,"earliest::01/10/2023:06:00:00 index::git latest::01/12/2023:22:00:00","","2023-01-12T22:00:00.000+00:00","2.1895555555555557","Your timerange was substituted based on your search string",1150000,1,1150000,"litsearch (index=git earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"") | addinfo type=count label=prereport_events | fields keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats count by display_login",28,"| search (earliest=""01/10/2023:06:00:00"" index=git latest=""01/12/2023:22:00:00"") | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw","litsearch (index=git _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by display_login","stats  count by display_login  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",33540,11135896,3628,7058858,5,"","2023-10-19T16:09:54.000+00:00","sistats count by display_login","litsearch (index=git _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by display_login","stats  count by display_login | export  add_timestamp=f add_offset=t format=csv segmentation=raw","search index=git earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" | stats count by display_login",1180004,0,1180004,"63.2",0,0,1,0,11135896,"search index=git earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw",11135896,3627,11135896,"50.141",11135896,3627,11135896,2,"0.013",2,2,2,2,2,2,11135896,3627,11135896,11135896,3627,11135896,28,"5.758",1,"7.743",29,,140,0,3628,"1.424",3627,11135896,3627,11135896,11135896,2,"12.789",11,"25.528",907,3628,11135896,3627,11135896,3628,11135896,3627,11135896,0,"1673330400.000000000","1673560800.000000000","azure-s2-test1",29,0,"dense-indexed","1697731794.395","azure-s2-test1","0.011",2,"0.078",2,7058858,3631,0,0,1,0,7058858,3632,0,0,"search index=git earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,"2023-10-19T16:10:57.488+00:00"
11135896,3628,11135896,"jmeter-test",uncached,1,"1970-01-01T00:00:00.000+00:00",604800,86400,"",17498112,9,"0.001",1,2,"0.026",2,2,"87.569",3630,1,"95.151",1,"3.352",38,"3.434",38,38,"94.962",3628,"0.091",140,DONE,"1.00000",0,"2023-01-10T06:00:00.000+00:00",0,11135896,0,1,0,"search (earliest=""01/10/2023:06:00:00"" index=git latest=""01/12/2023:22:00:00"") | spath actor.login",none,11135896,3628,11135896,"https://127.0.0.1:8089/services/search/jobs/1697731794.391",3000M,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,"earliest::01/10/2023:06:00:00 index::git latest::01/12/2023:22:00:00","","2023-01-12T22:00:00.000+00:00","2.5075","Your timerange was substituted based on your search string",1150000,1,1150000,"litsearch (index=git earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"") | spath actor.login | addinfo type=count label=prereport_events | fields keepcolorder=t ""actor.login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats count by ""actor.login""",38,"| search (earliest=""01/10/2023:06:00:00"" index=git latest=""01/12/2023:22:00:00"") | spath actor.login | stats count by actor.login | export add_timestamp=f add_offset=t format=csv segmentation=raw","litsearch (index=git _time>=1673330400.000 _time<1673560800.000) | spath  actor.login | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""actor.login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by ""actor.login""","stats  count by actor.login  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",33547,11135896,3628,7059091,5,"","2023-10-19T16:09:54.000+00:00","sistats count by actor.login","litsearch (index=git _time>=1673330400.000 _time<1673560800.000) | spath  actor.login | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""actor.login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by ""actor.login""","stats  count by actor.login | export  add_timestamp=f add_offset=t format=csv segmentation=raw","search index=git earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00""  | spath actor.login  | stats count by actor.login",1180022,0,1180022,"99.055",0,0,1,0,11135896,"search index=git earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00""  | spath actor.login  | stats count by actor.login | export add_timestamp=f add_offset=t format=csv segmentation=raw",11135896,3627,11135896,"64.197",11135896,3627,11135896,2,"0.008",2,2,2,2,2,2,11135896,3627,11135896,11135896,3627,11135896,28,"5.724",1,"7.705",29,,129,0,3628,"25.099",3627,11135896,3627,11135896,11135896,2,"4.042",1,"24.833",907,3628,11135896,3627,11135896,3628,11135896,3627,11135896,0,"1673330400.000000000","1673560800.000000000","azure-s2-test1",29,0,"dense-raw","1697731794.391","azure-s2-test1","0.011",2,"0.076",2,7059091,3630,0,0,1,0,7059091,3631,0,0,"search index=git earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00""  | spath actor.login  | stats count by actor.login | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,"2023-10-19T16:11:33.348+00:00"
