"addinfo.input_count","addinfo.invocations","addinfo.output_count",author,cached,canSummarize,cursorTime,defaultSaveTTL,defaultTTL,delegate,diskUsage,"dispatch.check_disk_usage.invocations","dispatch.createdSearchResultInfrastructure.duration_secs","dispatch.createdSearchResultInfrastructure.invocations","dispatch.evaluate.export.invocations","dispatch.evaluate.search.duration_secs","dispatch.evaluate.search.invocations","dispatch.evaluate.stats.invocations","dispatch.fetch.rcp.phase_0.duration_secs","dispatch.fetch.rcp.phase_0.invocations","dispatch.finalWriteToDisk.invocations","dispatch.localSearch.duration_secs","dispatch.localSearch.invocations","dispatch.preview.duration.duration_secs","dispatch.preview.duration.invocations","dispatch.preview.snapshot.duration_secs","dispatch.preview.snapshot.invocations","dispatch.preview.write_results_to_disk.duration_secs","dispatch.preview.write_results_to_disk.invocations","dispatch.stream.local.duration_secs","dispatch.stream.local.invocations","dispatch.writeStatus.duration_secs","dispatch.writeStatus.invocations",dispatchState,doneProgress,dropCount,earliestTime,eventAvailableCount,eventCount,eventFieldCount,eventIsStreaming,eventIsTruncated,eventSearch,eventSorting,"fields.input_count","fields.invocations","fields.output_count",id,"io_limit",isBatchModeSearch,isDone,isEventsPreviewEnabled,isFailed,isFinalized,isGoodSummarizationCandidate,isPaused,isPreviewEnabled,isRealTimeSearch,isRemoteTimeline,isSaved,isSavedSearch,isTimeCursored,isZombie,"is_prjob",keywords,label,latestTime,meanPreviewPeriod,"messages.info","noop.input_count","noop.invocations","noop.output_count",normalizedSearch,numPreviews,optimizedSearch,phase0,phase1,pid,"prestats.input_count","prestats.invocations","prestats.output_count",priority,provenance,published,reduceSearch,remoteSearch,reportSearch,"request_search",resultCount,resultIsStreaming,resultPreviewCount,runDuration,"runtime.auto_cancel","runtime.auto_pause",sampleRatio,sampleSeed,scanCount,search,"search.calcfields.input_count","search.calcfields.invocations","search.calcfields.output_count","search.duration_secs","search.evalfilter.input_count","search.evalfilter.invocations","search.evalfilter.output_count","search.expand_search.calcfield.invocations","search.expand_search.duration_secs","search.expand_search.fieldaliaser.invocations","search.expand_search.indexed_fields.invocations","search.expand_search.invocations","search.expand_search.kv.invocations","search.expand_search.lookup.invocations","search.expand_search.sourcetype.invocations","search.fieldalias.input_count","search.fieldalias.invocations","search.fieldalias.output_count","search.filter.duration_secs","search.filter.input_count","search.filter.invocations","search.filter.output_count","search.index.bucketcache.hit.invocations","search.index.bucketcache.miss.duration_secs","search.index.bucketcache.miss.invocations","search.index.duration_secs","search.index.invocations","search.index.usec_1_8.invocations","search.index.usec_64_512.invocations","search.input_count","search.invocations","search.kv.duration_secs","search.kv.invocations","search.lookups.input_count","search.lookups.invocations","search.lookups.output_count","search.output_count","search.parse_directives.invocations","search.rawdata.bucketcache.miss.duration_secs","search.rawdata.bucketcache.miss.invocations","search.rawdata.duration_secs","search.rawdata.invocations","search.summary.invocations","search.tags.input_count","search.tags.invocations","search.tags.output_count","search.track_sourcetypes.invocations","search.typer.input_count","search.typer.invocations","search.typer.output_count",searchCanBeEventType,searchEarliestTime,searchLatestTime,searchProviders,searchTotalBucketsCount,searchTotalEliminatedBucketsCount,"search_name",sid,"splunk_server","startup.configuration.duration_secs","startup.configuration.invocations","startup.handoff.duration_secs","startup.handoff.invocations","stats.execute_input.input_count","stats.execute_input.invocations","stats.execute_input.output_count","stats.execute_output.input_count","stats.execute_output.invocations","stats.execute_output.output_count","stats.input_count","stats.invocations","stats.output_count",statusBuckets,title,ttl,updated
1,2,1,"jmeter-test",uncached,1,"1970-01-01T00:00:00.000+00:00",604800,86400,"",114688,1,"0.002",1,2,"0.049",2,2,"12.587",4,1,"12.347",1,"0.002",2,"0.003",2,"0.001",2,"12.347",2,"0.012",17,DONE,"1.00000",0,"2023-01-10T06:00:00.000+00:00",0,1,0,1,0,"search (earliest=""01/10/2023:06:00:00"" index=test_high_cardinality_compressed1 latest=""01/12/2023:22:00:00"" ""zefuirusu"")",none,1,2,1,"https://127.0.0.1:8089/services/search/jobs/1692967410.2716",700M,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,"earliest::01/10/2023:06:00:00 index::test_high_cardinality_compressed1 latest::01/12/2023:22:00:00 zefuirusu","","2023-01-12T22:00:00.000+00:00","6.401","Your timerange was substituted based on your search string",0,1,0,"litsearch (index=test_high_cardinality_compressed1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""zefuirusu"") | addinfo type=count label=prereport_events | fields keepcolorder=t ""prestats_reserved_*"" ""psrsvd_*"" | prestats count",2,"| search (earliest=""01/10/2023:06:00:00"" index=test_high_cardinality_compressed1 latest=""01/12/2023:22:00:00"" ""zefuirusu"") | stats count | export add_timestamp=f add_offset=t format=csv segmentation=raw","litsearch (index=test_high_cardinality_compressed1 ""zefuirusu"" _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count","stats  count  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",996000,1,2,1,5,"","2023-08-25T12:43:30.000+00:00","sistats count","litsearch (index=test_high_cardinality_compressed1 ""zefuirusu"" _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count","stats  count | export  add_timestamp=f add_offset=t format=csv segmentation=raw","search index=test_high_cardinality_compressed1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""zefuirusu"" | stats count",1,0,1,"12.808",0,0,1,0,1,"search index=test_high_cardinality_compressed1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""zefuirusu"" | stats count | export add_timestamp=f add_offset=t format=csv segmentation=raw",1,1,1,"12.347",1,1,1,2,"0.016",2,2,2,2,2,2,1,1,1,"0.001",1,1,1,40,"8.857",3,"8.862",43,42,1,0,2,"0.017",1,1,1,1,1,2,"3.402",1,"0.03",1,2,1,1,1,2,1,1,1,0,"1673330400.000000000","1673560800.000000000","ip-172-31-15-178.ec2.internal",43,42,"rare-exact","1692967410.2716","ip-172-31-15-178.ec2.internal","0.016",2,"0.116",2,1,4,0,0,1,1,1,5,1,0,"search index=test_high_cardinality_compressed1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""zefuirusu"" | stats count | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,"2023-08-25T12:43:43.499+00:00"
,,,"jmeter-test",uncached,0,"1970-01-01T00:00:00.000+00:00",604800,86400,"",200704,2,"0.002",1,2,,,,"23.337",87,1,"17.447",1,"0.412",12,"0.425",12,"0.005",12,"17.442",86,"0.027",39,DONE,"1.00000",0,"2023-01-10T06:00:00.000+00:00",0,16756,0,1,0,"",none,,,,"https://127.0.0.1:8089/services/search/jobs/1692967410.2714",700M,1,1,0,0,0,,0,1,0,0,0,0,0,0,0,"","","2023-01-12T22:00:00.000+00:00","1.9866666666666666","Your timerange was substituted based on your 'where' clause",0,1,0,"tstats prestats=t local=f summariesonly=t allow_old_summaries=f chunk_size=1000000000 count where index=test_high_cardinality_compressed1 AND display_login=""Ze*"" earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" groupby _time display_login span=2880s",12," | tstats summariesonly=true allow_old_summaries=false chunk_size=1000000000 count WHERE (index=test_high_cardinality_compressed1 display_login=""Ze*"" _time>=1673330400.000 _time<1673560800.000) BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false | export add_timestamp=f add_offset=t format=csv segmentation=raw","tstats  prestats=t local=f summariesonly=t allow_old_summaries=f chunk_size=1000000000 count where (index=test_high_cardinality_compressed1 display_login=""Ze*"" _time>=1673330400.000 _time<1673560800.000) groupby _time display_login span=2880s","tstats  summariesonly=true allow_old_summaries=false chunk_size=1000000000 count WHERE (index=test_high_cardinality_compressed1 display_login=""Ze*"" _time>=1673330400.000 _time<1673560800.000) BY _time span=2880s, display_login  | timechart  limit=100 span=2880s count BY display_login usenull=false  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",995977,,,,5,"","2023-08-25T12:43:30.000+00:00","sistats count by _time display_login","tstats  prestats=t local=f summariesonly=t allow_old_summaries=f chunk_size=1000000000 count where (index=test_high_cardinality_compressed1 display_login=""Ze*"" _time>=1673330400.000 _time<1673560800.000) groupby _time display_login span=2880s","tstats  summariesonly=true allow_old_summaries=false chunk_size=1000000000 count WHERE (index=test_high_cardinality_compressed1 display_login=""Ze*"" _time>=1673330400.000 _time<1673560800.000) BY _time span=2880s, display_login | timechart  limit=100 span=2880s count BY display_login usenull=false | export  add_timestamp=f add_offset=t format=csv segmentation=raw","| tstats summariesonly=t chunk_size=1000000000 count WHERE index=test_high_cardinality_compressed1 AND display_login=""Ze*"" earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00""  BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false",81,0,81,"23.916",0,0,1,0,16756,"| tstats summariesonly=t chunk_size=1000000000 count WHERE index=test_high_cardinality_compressed1 AND display_login=""Ze*"" earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00""  BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false | export add_timestamp=f add_offset=t format=csv segmentation=raw",,,,,,,,,,,,,,,,,,,,,,,29,"11.202",14,,,,,,,,,,,,,,,,,,,,,,,,,,0,"1673330400.000000000","1673560800.000000000","ip-172-31-15-178.ec2.internal",0,0,tstats1,"1692967410.2714","ip-172-31-15-178.ec2.internal","0.017",2,"0.086",2,,,,,,,,,,0,"| tstats summariesonly=t chunk_size=1000000000 count WHERE index=test_high_cardinality_compressed1 AND display_login=""Ze*"" earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00""  BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,"2023-08-25T12:43:54.189+00:00"
,,,"jmeter-test",uncached,0,"1970-01-01T00:00:00.000+00:00",604800,86400,"",200704,2,"0.002",1,2,,,,"23.126",87,1,"17.639",1,"0.867",12,"0.879",12,"0.005",12,"17.634",86,"0.028",39,DONE,"1.00000",0,"2023-01-10T06:00:00.000+00:00",0,42349,0,1,0,"",none,,,,"https://127.0.0.1:8089/services/search/jobs/1692967410.2720",700M,1,1,0,0,0,,0,1,0,0,0,0,0,0,0,"","","2023-01-12T22:00:00.000+00:00","2.0084166666666667","Your timerange was substituted based on your 'where' clause",0,1,0,"tstats prestats=t local=f summariesonly=t allow_old_summaries=f chunk_size=1000000000 count where index=test_high_cardinality_compressed1 AND display_login=""Ab*"" earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" groupby _time display_login span=2880s",12," | tstats summariesonly=true allow_old_summaries=false chunk_size=1000000000 count WHERE (index=test_high_cardinality_compressed1 display_login=""Ab*"" _time>=1673330400.000 _time<1673560800.000) BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false | export add_timestamp=f add_offset=t format=csv segmentation=raw","tstats  prestats=t local=f summariesonly=t allow_old_summaries=f chunk_size=1000000000 count where (index=test_high_cardinality_compressed1 display_login=""Ab*"" _time>=1673330400.000 _time<1673560800.000) groupby _time display_login span=2880s","tstats  summariesonly=true allow_old_summaries=false chunk_size=1000000000 count WHERE (index=test_high_cardinality_compressed1 display_login=""Ab*"" _time>=1673330400.000 _time<1673560800.000) BY _time span=2880s, display_login  | timechart  limit=100 span=2880s count BY display_login usenull=false  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",995994,,,,5,"","2023-08-25T12:43:30.000+00:00","sistats count by _time display_login","tstats  prestats=t local=f summariesonly=t allow_old_summaries=f chunk_size=1000000000 count where (index=test_high_cardinality_compressed1 display_login=""Ab*"" _time>=1673330400.000 _time<1673560800.000) groupby _time display_login span=2880s","tstats  summariesonly=true allow_old_summaries=false chunk_size=1000000000 count WHERE (index=test_high_cardinality_compressed1 display_login=""Ab*"" _time>=1673330400.000 _time<1673560800.000) BY _time span=2880s, display_login | timechart  limit=100 span=2880s count BY display_login usenull=false | export  add_timestamp=f add_offset=t format=csv segmentation=raw","| tstats summariesonly=t chunk_size=1000000000 count WHERE index=test_high_cardinality_compressed1 AND display_login=""Ab*"" earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00""  BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false",81,0,81,"24.219",0,0,1,0,42349,"| tstats summariesonly=t chunk_size=1000000000 count WHERE index=test_high_cardinality_compressed1 AND display_login=""Ab*"" earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00""  BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false | export add_timestamp=f add_offset=t format=csv segmentation=raw",,,,,,,,,,,,,,,,,,,,,,,29,"10.89",14,,,,,,,,,,,,,,,,,,,,,,,,,,0,"1673330400.000000000","1673560800.000000000","ip-172-31-15-178.ec2.internal",0,0,tstats2,"1692967410.2720","ip-172-31-15-178.ec2.internal","0.016",2,"0.088",2,,,,,,,,,,0,"| tstats summariesonly=t chunk_size=1000000000 count WHERE index=test_high_cardinality_compressed1 AND display_login=""Ab*"" earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00""  BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,"2023-08-25T12:43:54.509+00:00"
113849,205,113849,"jmeter-test",uncached,1,"1970-01-01T00:00:00.000+00:00",604800,86400,"",413696,7,"0.002",1,2,"0.052",2,2,"77.15",206,1,"77.352",1,"0.347",18,"0.373",18,"0.044",18,"77.335",205,"0.079",98,DONE,"1.00000",0,"2023-01-10T06:00:00.000+00:00",0,113849,0,1,0,"search (display_login=""Z*"" earliest=""01/10/2023:06:00:00"" index=test_high_cardinality_compressed1 latest=""01/12/2023:22:00:00"")",none,113849,205,113849,"https://127.0.0.1:8089/services/search/jobs/1692967410.2718",700M,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,"display_login::z* earliest::01/10/2023:06:00:00 index::test_high_cardinality_compressed1 latest::01/12/2023:22:00:00","","2023-01-12T22:00:00.000+00:00","4.108555555555556","Your timerange was substituted based on your search string",0,1,0,"litsearch (index=test_high_cardinality_compressed1 display_login=""Z*"" earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"") | addinfo type=count label=prereport_events | fields keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats count by display_login",18,"| search (display_login=""Z*"" earliest=""01/10/2023:06:00:00"" index=test_high_cardinality_compressed1 latest=""01/12/2023:22:00:00"") | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw","litsearch (display_login=""Z*"" index=test_high_cardinality_compressed1 _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by display_login","stats  count by display_login  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",995980,113849,205,79499,5,"","2023-08-25T12:43:30.000+00:00","sistats count by display_login","litsearch (display_login=""Z*"" index=test_high_cardinality_compressed1 _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by display_login","stats  count by display_login | export  add_timestamp=f add_offset=t format=csv segmentation=raw","search index=test_high_cardinality_compressed1 display_login=""Z*""  earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" | stats count by display_login",18289,0,18289,"77.843",0,0,1,0,113849,"search index=test_high_cardinality_compressed1 display_login=""Z*""  earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw",113849,204,113849,"77.175",113849,204,113849,2,"0.016",2,2,2,2,2,2,113849,204,113849,"0.075",113849,204,113849,41,"4.869",2,"6.871",43,106832,164,0,205,"0.072",204,113849,204,113849,113849,2,"65.935",31,"4.068",43,205,113849,204,113849,205,113849,204,113849,0,"1673330400.000000000","1673560800.000000000","ip-172-31-15-178.ec2.internal",43,0,"sparse-indexed","1692967410.2718","ip-172-31-15-178.ec2.internal","0.016",2,"0.088",2,79499,206,0,0,1,18289,79499,207,18289,0,"search index=test_high_cardinality_compressed1 display_login=""Z*""  earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,"2023-08-25T12:44:48.169+00:00"
602738,294,602738,"jmeter-test",uncached,1,"1970-01-01T00:00:00.000+00:00",604800,86400,"",3305472,7,"0.002",1,2,"0.058",2,2,"77.253",295,1,"78.903",1,"1.552",20,"1.621",20,"0.167",20,"78.885",294,"0.085",102,DONE,"1.00000",0,"2023-01-10T06:00:00.000+00:00",0,602738,0,1,0,"search (earliest=""01/10/2023:06:00:00"" index=test_high_cardinality_compressed1 latest=""01/12/2023:22:00:00"" ""Z*"")",none,602738,294,602738,"https://127.0.0.1:8089/services/search/jobs/1692967410.2713",700M,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,"earliest::01/10/2023:06:00:00 index::test_high_cardinality_compressed1 latest::01/12/2023:22:00:00 z*","","2023-01-12T22:00:00.000+00:00","3.9237500000000005","Your timerange was substituted based on your search string",100000,1,100000,"litsearch (index=test_high_cardinality_compressed1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""Z*"") | addinfo type=count label=prereport_events | fields keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats count by display_login",20,"| search (earliest=""01/10/2023:06:00:00"" index=test_high_cardinality_compressed1 latest=""01/12/2023:22:00:00"" ""Z*"") | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw","litsearch (index=test_high_cardinality_compressed1 ""Z*"" _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by display_login","stats  count by display_login  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",995976,602738,294,358547,5,"","2023-08-25T12:43:30.000+00:00","sistats count by display_login","litsearch (index=test_high_cardinality_compressed1 ""Z*"" _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by display_login","stats  count by display_login | export  add_timestamp=f add_offset=t format=csv segmentation=raw","search index=test_high_cardinality_compressed1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""Z*""  | stats count by display_login",117034,0,117034,"79.824",0,0,1,0,602738,"search index=test_high_cardinality_compressed1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""Z*""  | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw",602738,293,602738,"77.875",602738,293,602738,2,"0.016",2,2,2,2,2,2,602738,293,602738,"10.323",602738,293,602738,42,"2.728",1,"6.212",43,1038919,170,0,294,"0.205",293,602738,293,602738,602738,2,"47.568",26,"13.323",69,294,602738,293,602738,294,602738,293,602738,0,"1673330400.000000000","1673560800.000000000","ip-172-31-15-178.ec2.internal",43,0,"sparse-raw","1692967410.2713","ip-172-31-15-178.ec2.internal","0.026",2,"0.102",2,358547,295,0,0,1,0,358547,296,0,0,"search index=test_high_cardinality_compressed1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""Z*""  | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,"2023-08-25T12:44:50.109+00:00"
11135896,3649,11135896,"jmeter-test",uncached,1,"1970-01-01T00:00:00.000+00:00",604800,86400,"",25513984,8,"0.002",1,2,"0.05",2,2,"70.426",3650,1,"81.155",1,"4.936",32,"5.057",33,"0.319",32,"80.945",3649,"0.096",121,DONE,"1.00000",0,"2023-01-10T06:00:00.000+00:00",0,11135896,0,1,0,"search (earliest=""01/10/2023:06:00:00"" index=test_high_cardinality_compressed1 latest=""01/12/2023:22:00:00"")",none,11135896,3649,11135896,"https://127.0.0.1:8089/services/search/jobs/1692967410.2719",700M,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,"earliest::01/10/2023:06:00:00 index::test_high_cardinality_compressed1 latest::01/12/2023:22:00:00","","2023-01-12T22:00:00.000+00:00","2.44375","Your timerange was substituted based on your search string",1150000,1,1150000,"litsearch (index=test_high_cardinality_compressed1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"") | addinfo type=count label=prereport_events | fields keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats count by display_login",33,"| search (earliest=""01/10/2023:06:00:00"" index=test_high_cardinality_compressed1 latest=""01/12/2023:22:00:00"") | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw","litsearch (index=test_high_cardinality_compressed1 _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by display_login","stats  count by display_login  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",995979,11135896,3649,7164107,5,"","2023-08-25T12:43:30.000+00:00","sistats count by display_login","litsearch (index=test_high_cardinality_compressed1 _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by display_login","stats  count by display_login | export  add_timestamp=f add_offset=t format=csv segmentation=raw","search index=test_high_cardinality_compressed1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" | stats count by display_login",1180004,0,1180004,"86.389",0,0,1,0,11135896,"search index=test_high_cardinality_compressed1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw",11135896,3648,11135896,"66.53",11135896,3648,11135896,2,"0.016",2,2,2,2,2,2,11135896,3648,11135896,"1.808",11135896,3648,11135896,42,"2.776",1,"6.676",43,,154,0,3649,"2.191",3648,11135896,3648,11135896,11135896,2,"18.136",16,"35.693",912,3649,11135896,3648,11135896,3649,11135896,3648,11135896,0,"1673330400.000000000","1673560800.000000000","ip-172-31-15-178.ec2.internal",43,0,"dense-indexed","1692967410.2719","ip-172-31-15-178.ec2.internal","0.016",2,"0.086",2,7164107,3650,0,0,1,0,7164107,3651,0,0,"search index=test_high_cardinality_compressed1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,"2023-08-25T12:44:56.689+00:00"
11135896,3649,11135896,"jmeter-test",uncached,1,"1970-01-01T00:00:00.000+00:00",604800,86400,"",25526272,14,"0.002",1,2,"0.051",2,2,"124.851",3650,1,"135.878",1,"5.698",44,"5.862",45,"0.418",44,"135.648",3649,"0.145",188,DONE,"1.00000",0,"2023-01-10T06:00:00.000+00:00",0,11135896,0,1,0,"search (earliest=""01/10/2023:06:00:00"" index=test_high_cardinality_compressed1 latest=""01/12/2023:22:00:00"") | spath actor.login",none,11135896,3649,11135896,"https://127.0.0.1:8089/services/search/jobs/1692967410.2717",700M,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,"earliest::01/10/2023:06:00:00 index::test_high_cardinality_compressed1 latest::01/12/2023:22:00:00","","2023-01-12T22:00:00.000+00:00","2.9897045454545452","Your timerange was substituted based on your search string",1150000,1,1150000,"litsearch (index=test_high_cardinality_compressed1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"") | spath actor.login | addinfo type=count label=prereport_events | fields keepcolorder=t ""actor.login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats count by ""actor.login""",45,"| search (earliest=""01/10/2023:06:00:00"" index=test_high_cardinality_compressed1 latest=""01/12/2023:22:00:00"") | spath actor.login | stats count by actor.login | export add_timestamp=f add_offset=t format=csv segmentation=raw","litsearch (index=test_high_cardinality_compressed1 _time>=1673330400.000 _time<1673560800.000) | spath  actor.login | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""actor.login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by ""actor.login""","stats  count by actor.login  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",995985,11135896,3649,7164338,5,"","2023-08-25T12:43:30.000+00:00","sistats count by actor.login","litsearch (index=test_high_cardinality_compressed1 _time>=1673330400.000 _time<1673560800.000) | spath  actor.login | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""actor.login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by ""actor.login""","stats  count by actor.login | export  add_timestamp=f add_offset=t format=csv segmentation=raw","search index=test_high_cardinality_compressed1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00""  | spath actor.login  | stats count by actor.login",1180022,0,1180022,"141.072",0,0,1,0,11135896,"search index=test_high_cardinality_compressed1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00""  | spath actor.login  | stats count by actor.login | export add_timestamp=f add_offset=t format=csv segmentation=raw",11135896,3648,11135896,"90.662",11135896,3648,11135896,2,"0.017",2,2,2,2,2,2,11135896,3648,11135896,"1.648",11135896,3648,11135896,42,"2.778",1,"13.201",43,,147,0,3649,"38.119",3648,11135896,3648,11135896,11135896,2,"2.02",1,"33.627",912,3649,11135896,3648,11135896,3649,11135896,3648,11135896,0,"1673330400.000000000","1673560800.000000000","ip-172-31-15-178.ec2.internal",43,0,"dense-raw","1692967410.2717","ip-172-31-15-178.ec2.internal","0.016",2,"0.09",2,7164338,3650,0,0,1,0,7164338,3651,0,0,"search index=test_high_cardinality_compressed1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00""  | spath actor.login  | stats count by actor.login | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,"2023-08-25T12:45:51.360+00:00"
