"addinfo.input_count","addinfo.invocations","addinfo.output_count",author,cached,canSummarize,cursorTime,defaultSaveTTL,defaultTTL,delegate,diskUsage,"dispatch.check_disk_usage.invocations","dispatch.createdSearchResultInfrastructure.duration_secs","dispatch.createdSearchResultInfrastructure.invocations","dispatch.evaluate.export.invocations","dispatch.evaluate.search.duration_secs","dispatch.evaluate.search.invocations","dispatch.evaluate.stats.invocations","dispatch.fetch.rcp.phase_0.duration_secs","dispatch.fetch.rcp.phase_0.invocations","dispatch.finalWriteToDisk.invocations","dispatch.localSearch.duration_secs","dispatch.localSearch.invocations","dispatch.preview.duration.duration_secs","dispatch.preview.duration.invocations","dispatch.preview.snapshot.duration_secs","dispatch.preview.snapshot.invocations","dispatch.preview.write_results_to_disk.invocations","dispatch.stream.local.duration_secs","dispatch.stream.local.invocations","dispatch.writeStatus.duration_secs","dispatch.writeStatus.invocations",dispatchState,doneProgress,dropCount,earliestTime,eventAvailableCount,eventCount,eventFieldCount,eventIsStreaming,eventIsTruncated,eventSearch,eventSorting,"fields.input_count","fields.invocations","fields.output_count",id,"io_limit",isBatchModeSearch,isDone,isEventsPreviewEnabled,isFailed,isFinalized,isGoodSummarizationCandidate,isPaused,isPreviewEnabled,isRealTimeSearch,isRemoteTimeline,isSaved,isSavedSearch,isTimeCursored,isZombie,"is_prjob",keywords,label,latestTime,meanPreviewPeriod,"messages.info","noop.input_count","noop.invocations","noop.output_count",normalizedSearch,numPreviews,optimizedSearch,phase0,phase1,pid,"prestats.input_count","prestats.invocations","prestats.output_count",priority,provenance,published,reduceSearch,remoteSearch,reportSearch,"request_search",resultCount,resultIsStreaming,resultPreviewCount,runDuration,"runtime.auto_cancel","runtime.auto_pause",sampleRatio,sampleSeed,scanCount,search,"search.batch.cache_setup.invocations","search.calcfields.input_count","search.calcfields.invocations","search.calcfields.output_count","search.duration_secs","search.evalfilter.input_count","search.evalfilter.invocations","search.evalfilter.output_count","search.expand_search.calcfield.invocations","search.expand_search.duration_secs","search.expand_search.fieldaliaser.invocations","search.expand_search.indexed_fields.invocations","search.expand_search.invocations","search.expand_search.kv.invocations","search.expand_search.lookup.invocations","search.expand_search.sourcetype.invocations","search.fieldalias.input_count","search.fieldalias.invocations","search.fieldalias.output_count","search.filter.duration_secs","search.filter.input_count","search.filter.invocations","search.filter.output_count","search.index.bucketcache.hit.invocations","search.index.bucketcache.miss.duration_secs","search.index.bucketcache.miss.invocations","search.index.duration_secs","search.index.invocations","search.index.usec_1_8.invocations","search.index.usec_64_512.invocations","search.input_count","search.invocations","search.kv.duration_secs","search.kv.invocations","search.lookups.input_count","search.lookups.invocations","search.lookups.output_count","search.output_count","search.parse_directives.invocations","search.rawdata.bucketcache.miss.duration_secs","search.rawdata.bucketcache.miss.invocations","search.rawdata.duration_secs","search.rawdata.invocations","search.summary.invocations","search.tags.input_count","search.tags.invocations","search.tags.output_count","search.track_sourcetypes.invocations","search.typer.input_count","search.typer.invocations","search.typer.output_count",searchCanBeEventType,searchEarliestTime,searchLatestTime,searchProviders,searchTotalBucketsCount,searchTotalEliminatedBucketsCount,"search_name",sid,"splunk_server","startup.configuration.duration_secs","startup.configuration.invocations","startup.handoff.duration_secs","startup.handoff.invocations","stats.execute_input.input_count","stats.execute_input.invocations","stats.execute_input.output_count","stats.execute_output.input_count","stats.execute_output.invocations","stats.execute_output.output_count","stats.input_count","stats.invocations","stats.output_count",statusBuckets,title,ttl,updated
1,2,1,"jmeter-test",uncached,1,"1970-01-01T00:00:00.000+00:00",604800,86400,"",94208,1,"0.001",1,2,"0.052",2,2,"12.98",4,1,"12.739",1,"0.001",2,"0.004",2,2,"12.739",2,"0.016",18,DONE,"1.00000",0,"2023-01-10T06:00:00.000+00:00",0,1,0,1,0,"search (earliest=""01/10/2023:06:00:00"" index=test_s2_nvme1 latest=""01/12/2023:22:00:00"" ""zefuirusu"")",none,1,2,1,"https://127.0.0.1:8089/services/search/jobs/1696539602.1361",3000M,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,"earliest::01/10/2023:06:00:00 index::test_s2_nvme1 latest::01/12/2023:22:00:00 zefuirusu","","2023-01-12T22:00:00.000+00:00","6.598","Your timerange was substituted based on your search string",0,1,0,"litsearch (index=test_s2_nvme1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""zefuirusu"") | addinfo type=count label=prereport_events | fields keepcolorder=t ""prestats_reserved_*"" ""psrsvd_*"" | prestats count",2,"| search (earliest=""01/10/2023:06:00:00"" index=test_s2_nvme1 latest=""01/12/2023:22:00:00"" ""zefuirusu"") | stats count | export add_timestamp=f add_offset=t format=csv segmentation=raw","litsearch (index=test_s2_nvme1 ""zefuirusu"" _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count","stats  count  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",1276894,1,2,1,5,"","2023-10-05T21:00:02.000+00:00","sistats count","litsearch (index=test_s2_nvme1 ""zefuirusu"" _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count","stats  count | export  add_timestamp=f add_offset=t format=csv segmentation=raw","search index=test_s2_nvme1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""zefuirusu"" | stats count",1,0,1,"13.204",0,0,1,0,1,"search index=test_s2_nvme1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""zefuirusu"" | stats count | export add_timestamp=f add_offset=t format=csv segmentation=raw",1,1,1,1,"12.739",1,1,1,2,"0.016",2,2,2,2,2,2,1,1,1,"0.001",1,1,1,29,"9.903",3,"9.908",32,42,1,0,2,"0.015",1,1,1,1,1,2,"2.705",1,"0.04",1,2,1,1,1,2,1,1,1,0,"1673330400.000000000","1673560800.000000000",i3en6xl,32,29,"rare-exact","1696539602.1361",i3en6xl,"0.016",2,"0.026",2,1,4,0,0,1,1,1,5,1,0,"search index=test_s2_nvme1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""zefuirusu"" | stats count | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,"2023-10-05T21:00:17.023+00:00"
,,,"jmeter-test",uncached,0,"1970-01-01T00:00:00.000+00:00",604800,86400,"",200704,2,"0.005",1,2,,,,"21.324",63,1,"16.53",1,"0.443",10,"0.458",10,10,"16.526",62,"0.032",35,DONE,"1.00000",0,"2023-01-10T06:00:00.000+00:00",0,42349,0,1,0,"",none,,,,"https://127.0.0.1:8089/services/search/jobs/1696539602.1367",3000M,1,1,0,0,0,,0,1,0,0,0,0,0,0,0,"","","2023-01-12T22:00:00.000+00:00","2.0959","Your timerange was substituted based on your 'where' clause",0,1,0,"tstats prestats=t local=f summariesonly=t allow_old_summaries=f chunk_size=1000000000 count where index=test_s2_nvme1 AND display_login=""Ab*"" earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" groupby _time display_login span=2880s",10," | tstats summariesonly=true allow_old_summaries=false chunk_size=1000000000 count WHERE (index=test_s2_nvme1 display_login=""Ab*"" _time>=1673330400.000 _time<1673560800.000) BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false | export add_timestamp=f add_offset=t format=csv segmentation=raw","tstats  prestats=t local=f summariesonly=t allow_old_summaries=f chunk_size=1000000000 count where (index=test_s2_nvme1 display_login=""Ab*"" _time>=1673330400.000 _time<1673560800.000) groupby _time display_login span=2880s","tstats  summariesonly=true allow_old_summaries=false chunk_size=1000000000 count WHERE (index=test_s2_nvme1 display_login=""Ab*"" _time>=1673330400.000 _time<1673560800.000) BY _time span=2880s, display_login  | timechart  limit=100 span=2880s count BY display_login usenull=false  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",1282189,,,,5,"","2023-10-05T21:00:02.000+00:00","sistats count by _time display_login","tstats  prestats=t local=f summariesonly=t allow_old_summaries=f chunk_size=1000000000 count where (index=test_s2_nvme1 display_login=""Ab*"" _time>=1673330400.000 _time<1673560800.000) groupby _time display_login span=2880s","tstats  summariesonly=true allow_old_summaries=false chunk_size=1000000000 count WHERE (index=test_s2_nvme1 display_login=""Ab*"" _time>=1673330400.000 _time<1673560800.000) BY _time span=2880s, display_login | timechart  limit=100 span=2880s count BY display_login usenull=false | export  add_timestamp=f add_offset=t format=csv segmentation=raw","| tstats summariesonly=t chunk_size=1000000000 count WHERE index=test_s2_nvme1 AND display_login=""Ab*"" earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00""  BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false",81,0,81,"22.003",0,0,1,0,42349,"| tstats summariesonly=t chunk_size=1000000000 count WHERE index=test_s2_nvme1 AND display_login=""Ab*"" earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00""  BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false | export add_timestamp=f add_offset=t format=csv segmentation=raw",,,,,,,,,,,,,,,,,,,,,,,,20,"9.178",12,,,,,,,,,,,,,,,,,,,,,,,,,,0,"1673330400.000000000","1673560800.000000000",i3en6xl,0,0,tstats2,"1696539602.1367",i3en6xl,"0.017",2,"0.146",2,,,,,,,,,,0,"| tstats summariesonly=t chunk_size=1000000000 count WHERE index=test_s2_nvme1 AND display_login=""Ab*"" earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00""  BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,"2023-10-05T21:00:25.163+00:00"
,,,"jmeter-test",uncached,0,"1970-01-01T00:00:00.000+00:00",604800,86400,"",200704,2,"0.005",1,2,,,,"21.666",63,1,"16.603",1,"0.253",11,"0.269",11,11,"16.6",62,"0.032",36,DONE,"1.00000",0,"2023-01-10T06:00:00.000+00:00",0,16756,0,1,0,"",none,,,,"https://127.0.0.1:8089/services/search/jobs/1696539602.1368",3000M,1,1,0,0,0,,0,1,0,0,0,0,0,0,0,"","","2023-01-12T22:00:00.000+00:00","2.001909090909091","Your timerange was substituted based on your 'where' clause",0,1,0,"tstats prestats=t local=f summariesonly=t allow_old_summaries=f chunk_size=1000000000 count where index=test_s2_nvme1 AND display_login=""Ze*"" earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" groupby _time display_login span=2880s",11," | tstats summariesonly=true allow_old_summaries=false chunk_size=1000000000 count WHERE (index=test_s2_nvme1 display_login=""Ze*"" _time>=1673330400.000 _time<1673560800.000) BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false | export add_timestamp=f add_offset=t format=csv segmentation=raw","tstats  prestats=t local=f summariesonly=t allow_old_summaries=f chunk_size=1000000000 count where (index=test_s2_nvme1 display_login=""Ze*"" _time>=1673330400.000 _time<1673560800.000) groupby _time display_login span=2880s","tstats  summariesonly=true allow_old_summaries=false chunk_size=1000000000 count WHERE (index=test_s2_nvme1 display_login=""Ze*"" _time>=1673330400.000 _time<1673560800.000) BY _time span=2880s, display_login  | timechart  limit=100 span=2880s count BY display_login usenull=false  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",1282193,,,,5,"","2023-10-05T21:00:02.000+00:00","sistats count by _time display_login","tstats  prestats=t local=f summariesonly=t allow_old_summaries=f chunk_size=1000000000 count where (index=test_s2_nvme1 display_login=""Ze*"" _time>=1673330400.000 _time<1673560800.000) groupby _time display_login span=2880s","tstats  summariesonly=true allow_old_summaries=false chunk_size=1000000000 count WHERE (index=test_s2_nvme1 display_login=""Ze*"" _time>=1673330400.000 _time<1673560800.000) BY _time span=2880s, display_login | timechart  limit=100 span=2880s count BY display_login usenull=false | export  add_timestamp=f add_offset=t format=csv segmentation=raw","| tstats summariesonly=t chunk_size=1000000000 count WHERE index=test_s2_nvme1 AND display_login=""Ze*"" earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00""  BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false",81,0,81,"22.102",0,0,1,0,16756,"| tstats summariesonly=t chunk_size=1000000000 count WHERE index=test_s2_nvme1 AND display_login=""Ze*"" earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00""  BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false | export add_timestamp=f add_offset=t format=csv segmentation=raw",,,,,,,,,,,,,,,,,,,,,,,,20,"9.131",12,,,,,,,,,,,,,,,,,,,,,,,,,,0,"1673330400.000000000","1673560800.000000000",i3en6xl,0,0,tstats1,"1696539602.1368",i3en6xl,"0.016",2,"0.144",2,,,,,,,,,,0,"| tstats summariesonly=t chunk_size=1000000000 count WHERE index=test_s2_nvme1 AND display_login=""Ze*"" earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00""  BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,"2023-10-05T21:00:25.253+00:00"
335,132,335,"jmeter-test",uncached,1,"1970-01-01T00:00:00.000+00:00",604800,86400,"",118784,2,"0.002",1,2,"0.05",2,2,"26.113",133,1,"25.897",1,"0.006",10,"0.015",10,10,"25.892",132,"0.032",39,DONE,"1.00000",0,"2023-01-10T06:00:00.000+00:00",0,335,0,1,0,"search (earliest=""01/10/2023:06:00:00"" index=test_s2_nvme1 latest=""01/12/2023:22:00:00"" ""abcdef*"")",none,335,132,335,"https://127.0.0.1:8089/services/search/jobs/1696539602.1362",3000M,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,"abcdef* earliest::01/10/2023:06:00:00 index::test_s2_nvme1 latest::01/12/2023:22:00:00","","2023-01-12T22:00:00.000+00:00","2.6324","Your timerange was substituted based on your search string",0,1,0,"litsearch (index=test_s2_nvme1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""abcdef*"") | addinfo type=count label=prereport_events | fields keepcolorder=t ""prestats_reserved_*"" ""psrsvd_*"" | prestats count",10,"| search (earliest=""01/10/2023:06:00:00"" index=test_s2_nvme1 latest=""01/12/2023:22:00:00"" ""abcdef*"") | stats count | export add_timestamp=f add_offset=t format=csv segmentation=raw","litsearch (index=test_s2_nvme1 ""abcdef*"" _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count","stats  count  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",1282192,335,132,131,5,"","2023-10-05T21:00:02.000+00:00","sistats count","litsearch (index=test_s2_nvme1 ""abcdef*"" _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count","stats  count | export  add_timestamp=f add_offset=t format=csv segmentation=raw","search index=test_s2_nvme1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""abcdef*"" | stats count",1,0,1,"26.36",0,0,1,0,335,"search index=test_s2_nvme1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""abcdef*"" | stats count | export add_timestamp=f add_offset=t format=csv segmentation=raw",29,335,131,335,"25.888",335,131,335,2,"0.016",2,2,2,2,2,2,335,131,335,"0.01",335,131,335,28,"9.81",4,"9.878",32,2004,76,0,132,"0.018",131,335,131,335,335,2,"25.376",14,"0.131",28,132,335,131,335,132,335,131,335,0,"1673330400.000000000","1673560800.000000000",i3en6xl,32,0,"rare-wildcard","1696539602.1362",i3en6xl,"0.016",2,"0.148",2,131,133,0,0,1,1,131,134,1,0,"search index=test_s2_nvme1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""abcdef*"" | stats count | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,"2023-10-05T21:00:29.513+00:00"
113849,145,113849,"jmeter-test",uncached,1,"1970-01-01T00:00:00.000+00:00",604800,86400,"",303104,2,"0.001",1,2,"0.052",2,2,"26.939",146,1,"26.955",1,"0.18",10,"0.195",10,10,"26.947",145,"0.036",40,DONE,"1.00000",0,"2023-01-10T06:00:00.000+00:00",0,113849,0,1,0,"search (display_login=""Z*"" earliest=""01/10/2023:06:00:00"" index=test_s2_nvme1 latest=""01/12/2023:22:00:00"")",none,113849,145,113849,"https://127.0.0.1:8089/services/search/jobs/1696539602.1365",3000M,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,"display_login::z* earliest::01/10/2023:06:00:00 index::test_s2_nvme1 latest::01/12/2023:22:00:00","","2023-01-12T22:00:00.000+00:00","2.6675","Your timerange was substituted based on your search string",0,1,0,"litsearch (index=test_s2_nvme1 display_login=""Z*"" earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"") | addinfo type=count label=prereport_events | fields keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats count by display_login",10,"| search (display_login=""Z*"" earliest=""01/10/2023:06:00:00"" index=test_s2_nvme1 latest=""01/12/2023:22:00:00"") | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw","litsearch (display_login=""Z*"" index=test_s2_nvme1 _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by display_login","stats  count by display_login  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",1276893,113849,145,70411,5,"","2023-10-05T21:00:02.000+00:00","sistats count by display_login","litsearch (display_login=""Z*"" index=test_s2_nvme1 _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by display_login","stats  count by display_login | export  add_timestamp=f add_offset=t format=csv segmentation=raw","search index=test_s2_nvme1 display_login=""Z*""  earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" | stats count by display_login",18289,0,18289,"27.463",0,0,1,0,113849,"search index=test_s2_nvme1 display_login=""Z*""  earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw",29,113849,144,113849,"26.803",113849,144,113849,2,"0.016",2,2,2,2,2,2,113849,144,113849,"0.067",113849,144,113849,29,"9.492",3,"9.743",32,89789,160,0,145,"0.051",144,113849,144,113849,113849,2,"22.521",14,"3.805",30,145,113849,144,113849,145,113849,144,113849,0,"1673330400.000000000","1673560800.000000000",i3en6xl,32,0,"sparse-indexed","1696539602.1365",i3en6xl,"0.023",2,"0.026",2,70411,146,0,0,1,18289,70411,147,18289,0,"search index=test_s2_nvme1 display_login=""Z*""  earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,"2023-10-05T21:00:30.523+00:00"
602738,266,602738,"jmeter-test",uncached,1,"1970-01-01T00:00:00.000+00:00",604800,86400,"",3305472,3,"0.002",1,2,"0.049",2,2,"33.393",267,1,"34.697",1,"1.211",18,"1.274",18,18,"34.679",266,"0.048",56,DONE,"1.00000",0,"2023-01-10T06:00:00.000+00:00",0,602738,0,1,0,"search (earliest=""01/10/2023:06:00:00"" index=test_s2_nvme1 latest=""01/12/2023:22:00:00"" ""Z*"")",none,602738,266,602738,"https://127.0.0.1:8089/services/search/jobs/1696539602.1363",3000M,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,"earliest::01/10/2023:06:00:00 index::test_s2_nvme1 latest::01/12/2023:22:00:00 z*","","2023-01-12T22:00:00.000+00:00","1.898277777777778","Your timerange was substituted based on your search string",100000,1,100000,"litsearch (index=test_s2_nvme1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""Z*"") | addinfo type=count label=prereport_events | fields keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats count by display_login",18,"| search (earliest=""01/10/2023:06:00:00"" index=test_s2_nvme1 latest=""01/12/2023:22:00:00"" ""Z*"") | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw","litsearch (index=test_s2_nvme1 ""Z*"" _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by display_login","stats  count by display_login  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",1282188,602738,266,345469,5,"","2023-10-05T21:00:02.000+00:00","sistats count by display_login","litsearch (index=test_s2_nvme1 ""Z*"" _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by display_login","stats  count by display_login | export  add_timestamp=f add_offset=t format=csv segmentation=raw","search index=test_s2_nvme1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""Z*""  | stats count by display_login",117034,0,117034,"35.584",0,0,1,0,602738,"search index=test_s2_nvme1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""Z*""  | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw",29,602738,265,602738,"33.704",602738,265,602738,2,"0.015",2,2,2,2,2,2,602738,265,602738,"10.517",602738,265,602738,29,"8.072",3,"9.933",32,878447,234,0,266,"0.176",265,602738,265,602738,602738,2,"8.072",3,"12.884",64,266,602738,265,602738,266,602738,265,602738,0,"1673330400.000000000","1673560800.000000000",i3en6xl,32,0,"sparse-raw","1696539602.1363",i3en6xl,"0.017",2,"0.142",2,345469,267,0,0,1,0,345469,268,0,0,"search index=test_s2_nvme1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""Z*""  | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,"2023-10-05T21:00:38.694+00:00"
11135896,3613,11135896,"jmeter-test",uncached,1,"1970-01-01T00:00:00.000+00:00",604800,86400,"",25513984,6,"0.002",1,2,"0.05",2,2,"49.372",3614,1,"59.735",1,"4.666",32,"4.79",33,32,"59.506",3613,"0.09",99,DONE,"1.00000",0,"2023-01-10T06:00:00.000+00:00",0,11135896,0,1,0,"search (earliest=""01/10/2023:06:00:00"" index=test_s2_nvme1 latest=""01/12/2023:22:00:00"")",none,11135896,3613,11135896,"https://127.0.0.1:8089/services/search/jobs/1696539602.1366",3000M,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,"earliest::01/10/2023:06:00:00 index::test_s2_nvme1 latest::01/12/2023:22:00:00","","2023-01-12T22:00:00.000+00:00","1.872","Your timerange was substituted based on your search string",1150000,1,1150000,"litsearch (index=test_s2_nvme1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"") | addinfo type=count label=prereport_events | fields keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats count by display_login",33,"| search (earliest=""01/10/2023:06:00:00"" index=test_s2_nvme1 latest=""01/12/2023:22:00:00"") | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw","litsearch (index=test_s2_nvme1 _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by display_login","stats  count by display_login  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",1282190,11135896,3613,6992549,5,"","2023-10-05T21:00:02.000+00:00","sistats count by display_login","litsearch (index=test_s2_nvme1 _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by display_login","stats  count by display_login | export  add_timestamp=f add_offset=t format=csv segmentation=raw","search index=test_s2_nvme1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" | stats count by display_login",1180004,0,1180004,"64.71000000000001",0,0,1,0,11135896,"search index=test_s2_nvme1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw",29,11135896,3612,11135896,"45.687",11135896,3612,11135896,2,"0.015",2,2,2,2,2,2,11135896,3612,11135896,"1.73",11135896,3612,11135896,30,"5.112",2,"7.415",32,,141,0,3613,"1.716",3612,11135896,3612,11135896,11135896,2,"5.112",2,"32.832",903,3613,11135896,3612,11135896,3613,11135896,3612,11135896,0,"1673330400.000000000","1673560800.000000000",i3en6xl,32,0,"dense-indexed","1696539602.1366",i3en6xl,"0.017",2,"0.14",2,6992549,3614,0,0,1,0,6992549,3615,0,0,"search index=test_s2_nvme1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,"2023-10-05T21:01:07.874+00:00"
