"addinfo.input_count","addinfo.invocations","addinfo.output_count",author,cached,canSummarize,cursorTime,defaultSaveTTL,defaultTTL,delegate,diskUsage,"dispatch.check_disk_usage.invocations","dispatch.createdSearchResultInfrastructure.duration_secs","dispatch.createdSearchResultInfrastructure.invocations","dispatch.evaluate.export.invocations","dispatch.evaluate.search.duration_secs","dispatch.evaluate.search.invocations","dispatch.evaluate.stats.invocations","dispatch.fetch.rcp.phase_0.duration_secs","dispatch.fetch.rcp.phase_0.invocations","dispatch.finalWriteToDisk.invocations","dispatch.localSearch.duration_secs","dispatch.localSearch.invocations","dispatch.preview.duration.duration_secs","dispatch.preview.duration.invocations","dispatch.preview.snapshot.duration_secs","dispatch.preview.snapshot.invocations","dispatch.preview.write_results_to_disk.duration_secs","dispatch.preview.write_results_to_disk.invocations","dispatch.stream.local.duration_secs","dispatch.stream.local.invocations","dispatch.writeStatus.duration_secs","dispatch.writeStatus.invocations",dispatchState,doneProgress,dropCount,earliestTime,eventAvailableCount,eventCount,eventFieldCount,eventIsStreaming,eventIsTruncated,eventSearch,eventSorting,"fields.input_count","fields.invocations","fields.output_count",id,"io_limit",isBatchModeSearch,isDone,isEventsPreviewEnabled,isFailed,isFinalized,isGoodSummarizationCandidate,isPaused,isPreviewEnabled,isRealTimeSearch,isRemoteTimeline,isSaved,isSavedSearch,isTimeCursored,isZombie,"is_prjob",keywords,label,latestTime,meanPreviewPeriod,"messages.info","noop.input_count","noop.invocations","noop.output_count",normalizedSearch,numPreviews,optimizedSearch,phase0,phase1,pid,"prestats.input_count","prestats.invocations","prestats.output_count",priority,provenance,published,reduceSearch,remoteSearch,reportSearch,"request_search",resultCount,resultIsStreaming,resultPreviewCount,runDuration,"runtime.auto_cancel","runtime.auto_pause",sampleRatio,sampleSeed,scanCount,search,"search.batch.cache_setup.invocations","search.calcfields.input_count","search.calcfields.invocations","search.calcfields.output_count","search.duration_secs","search.evalfilter.input_count","search.evalfilter.invocations","search.evalfilter.output_count","search.expand_search.calcfield.invocations","search.expand_search.duration_secs","search.expand_search.fieldaliaser.invocations","search.expand_search.indexed_fields.invocations","search.expand_search.invocations","search.expand_search.kv.invocations","search.expand_search.lookup.invocations","search.expand_search.sourcetype.invocations","search.fieldalias.input_count","search.fieldalias.invocations","search.fieldalias.output_count","search.filter.duration_secs","search.filter.input_count","search.filter.invocations","search.filter.output_count","search.index.bucketcache.hit.invocations","search.index.bucketcache.miss.duration_secs","search.index.bucketcache.miss.invocations","search.index.duration_secs","search.index.invocations","search.index.usec_1_8.invocations","search.index.usec_64_512.invocations","search.input_count","search.invocations","search.kv.duration_secs","search.kv.invocations","search.lookups.input_count","search.lookups.invocations","search.lookups.output_count","search.output_count","search.parse_directives.invocations","search.rawdata.bucketcache.miss.duration_secs","search.rawdata.bucketcache.miss.invocations","search.rawdata.duration_secs","search.rawdata.invocations","search.summary.invocations","search.tags.input_count","search.tags.invocations","search.tags.output_count","search.track_sourcetypes.invocations","search.typer.input_count","search.typer.invocations","search.typer.output_count",searchCanBeEventType,searchEarliestTime,searchLatestTime,searchProviders,searchTotalBucketsCount,searchTotalEliminatedBucketsCount,"search_name",sid,"splunk_server","startup.configuration.duration_secs","startup.configuration.invocations","startup.handoff.duration_secs","startup.handoff.invocations","stats.execute_input.input_count","stats.execute_input.invocations","stats.execute_input.output_count","stats.execute_output.input_count","stats.execute_output.invocations","stats.execute_output.output_count","stats.input_count","stats.invocations","stats.output_count",statusBuckets,title,ttl,updated
1,2,1,"jmeter-test",uncached,1,"1970-01-01T00:00:00.000+00:00",604800,86400,"",110592,1,"0.002",1,2,"0.05",2,2,"15.4",4,1,"15.168",1,"0.004",2,"0.006",2,"0.001",2,"15.168",2,"0.014",20,DONE,"1.00000",0,"2023-01-10T06:00:00.000+00:00",0,1,0,1,0,"search (earliest=""01/10/2023:06:00:00"" index=test_s2_nvme1 latest=""01/12/2023:22:00:00"" ""zefuirusu"")",none,1,2,1,"https://127.0.0.1:8089/services/search/jobs/1696530804.1192",3000M,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,"earliest::01/10/2023:06:00:00 index::test_s2_nvme1 latest::01/12/2023:22:00:00 zefuirusu","","2023-01-12T22:00:00.000+00:00","7.8305","Your timerange was substituted based on your search string",0,1,0,"litsearch (index=test_s2_nvme1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""zefuirusu"") | addinfo type=count label=prereport_events | fields keepcolorder=t ""prestats_reserved_*"" ""psrsvd_*"" | prestats count",2,"| search (earliest=""01/10/2023:06:00:00"" index=test_s2_nvme1 latest=""01/12/2023:22:00:00"" ""zefuirusu"") | stats count | export add_timestamp=f add_offset=t format=csv segmentation=raw","litsearch (index=test_s2_nvme1 ""zefuirusu"" _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count","stats  count  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",893801,1,2,1,5,"","2023-10-05T18:33:24.000+00:00","sistats count","litsearch (index=test_s2_nvme1 ""zefuirusu"" _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count","stats  count | export  add_timestamp=f add_offset=t format=csv segmentation=raw","search index=test_s2_nvme1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""zefuirusu"" | stats count",1,0,1,"15.667",0,0,1,0,1,"search index=test_s2_nvme1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""zefuirusu"" | stats count | export add_timestamp=f add_offset=t format=csv segmentation=raw",1,1,1,1,"15.168",1,1,1,2,"0.016",2,2,2,2,2,2,1,1,1,"0.001",1,1,1,30,"11.819",2,"11.823",32,42,1,0,2,"0.016",1,1,1,1,1,2,"3.253",1,"0.037",1,2,1,1,1,2,1,1,1,0,"1673330400.000000000","1673560800.000000000",i3en6xl,32,29,"rare-exact","1696530804.1192",i3en6xl,"0.202",2,"0.364",2,1,4,0,0,1,1,1,5,1,0,"search index=test_s2_nvme1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""zefuirusu"" | stats count | export add_timestamp=f add_offset=t format=csv segmentation=raw",59,"2023-10-05T18:33:40.995+00:00"
,,,"jmeter-test",uncached,0,"1970-01-01T00:00:00.000+00:00",604800,86400,"",196608,2,"0.005",1,2,,,,"26.585",63,1,"19.582",1,"0.221",10,"0.238",10,"0.006",10,"19.579",62,"0.036",40,DONE,"1.00000",0,"2023-01-10T06:00:00.000+00:00",0,16756,0,1,0,"",none,,,,"https://127.0.0.1:8089/services/search/jobs/1696530804.1194",3000M,1,1,0,0,0,,0,1,0,0,0,0,0,0,0,"","","2023-01-12T22:00:00.000+00:00","2.6314","Your timerange was substituted based on your 'where' clause",0,1,0,"tstats prestats=t local=f summariesonly=t allow_old_summaries=f chunk_size=1000000000 count where index=test_s2_nvme1 AND display_login=""Ze*"" earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" groupby _time display_login span=2880s",10," | tstats summariesonly=true allow_old_summaries=false chunk_size=1000000000 count WHERE (index=test_s2_nvme1 display_login=""Ze*"" _time>=1673330400.000 _time<1673560800.000) BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false | export add_timestamp=f add_offset=t format=csv segmentation=raw","tstats  prestats=t local=f summariesonly=t allow_old_summaries=f chunk_size=1000000000 count where (index=test_s2_nvme1 display_login=""Ze*"" _time>=1673330400.000 _time<1673560800.000) groupby _time display_login span=2880s","tstats  summariesonly=true allow_old_summaries=false chunk_size=1000000000 count WHERE (index=test_s2_nvme1 display_login=""Ze*"" _time>=1673330400.000 _time<1673560800.000) BY _time span=2880s, display_login  | timechart  limit=100 span=2880s count BY display_login usenull=false  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",893802,,,,5,"","2023-10-05T18:33:24.000+00:00","sistats count by _time display_login","tstats  prestats=t local=f summariesonly=t allow_old_summaries=f chunk_size=1000000000 count where (index=test_s2_nvme1 display_login=""Ze*"" _time>=1673330400.000 _time<1673560800.000) groupby _time display_login span=2880s","tstats  summariesonly=true allow_old_summaries=false chunk_size=1000000000 count WHERE (index=test_s2_nvme1 display_login=""Ze*"" _time>=1673330400.000 _time<1673560800.000) BY _time span=2880s, display_login | timechart  limit=100 span=2880s count BY display_login usenull=false | export  add_timestamp=f add_offset=t format=csv segmentation=raw","| tstats summariesonly=t chunk_size=1000000000 count WHERE index=test_s2_nvme1 AND display_login=""Ze*"" earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00""  BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false",81,0,81,"26.971",0,0,1,0,16756,"| tstats summariesonly=t chunk_size=1000000000 count WHERE index=test_s2_nvme1 AND display_login=""Ze*"" earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00""  BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false | export add_timestamp=f add_offset=t format=csv segmentation=raw",,,,,,,,,,,,,,,,,,,,,,,,23,"14.502",9,,,,,,,,,,,,,,,,,,,,,,,,,,0,"1673330400.000000000","1673560800.000000000",i3en6xl,0,0,tstats1,"1696530804.1194",i3en6xl,"0.2",2,"0.362",2,,,,,,,,,,0,"| tstats summariesonly=t chunk_size=1000000000 count WHERE index=test_s2_nvme1 AND display_login=""Ze*"" earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00""  BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,"2023-10-05T18:33:51.715+00:00"
,,,"jmeter-test",uncached,0,"1970-01-01T00:00:00.000+00:00",604800,86400,"",200704,2,"0.005",1,2,,,,"26.342",63,1,"19.638",1,"0.514",11,"0.526",11,"0.007",11,"19.635",62,"0.032",41,DONE,"1.00000",0,"2023-01-10T06:00:00.000+00:00",0,42349,0,1,0,"",none,,,,"https://127.0.0.1:8089/services/search/jobs/1696530804.1197",3000M,1,1,0,0,0,,0,1,0,0,0,0,0,0,0,"","","2023-01-12T22:00:00.000+00:00","2.3943636363636362","Your timerange was substituted based on your 'where' clause",0,1,0,"tstats prestats=t local=f summariesonly=t allow_old_summaries=f chunk_size=1000000000 count where index=test_s2_nvme1 AND display_login=""Ab*"" earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" groupby _time display_login span=2880s",11," | tstats summariesonly=true allow_old_summaries=false chunk_size=1000000000 count WHERE (index=test_s2_nvme1 display_login=""Ab*"" _time>=1673330400.000 _time<1673560800.000) BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false | export add_timestamp=f add_offset=t format=csv segmentation=raw","tstats  prestats=t local=f summariesonly=t allow_old_summaries=f chunk_size=1000000000 count where (index=test_s2_nvme1 display_login=""Ab*"" _time>=1673330400.000 _time<1673560800.000) groupby _time display_login span=2880s","tstats  summariesonly=true allow_old_summaries=false chunk_size=1000000000 count WHERE (index=test_s2_nvme1 display_login=""Ab*"" _time>=1673330400.000 _time<1673560800.000) BY _time span=2880s, display_login  | timechart  limit=100 span=2880s count BY display_login usenull=false  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",893797,,,,5,"","2023-10-05T18:33:24.000+00:00","sistats count by _time display_login","tstats  prestats=t local=f summariesonly=t allow_old_summaries=f chunk_size=1000000000 count where (index=test_s2_nvme1 display_login=""Ab*"" _time>=1673330400.000 _time<1673560800.000) groupby _time display_login span=2880s","tstats  summariesonly=true allow_old_summaries=false chunk_size=1000000000 count WHERE (index=test_s2_nvme1 display_login=""Ab*"" _time>=1673330400.000 _time<1673560800.000) BY _time span=2880s, display_login | timechart  limit=100 span=2880s count BY display_login usenull=false | export  add_timestamp=f add_offset=t format=csv segmentation=raw","| tstats summariesonly=t chunk_size=1000000000 count WHERE index=test_s2_nvme1 AND display_login=""Ab*"" earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00""  BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false",81,0,81,"27.105",0,0,1,0,42349,"| tstats summariesonly=t chunk_size=1000000000 count WHERE index=test_s2_nvme1 AND display_login=""Ab*"" earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00""  BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false | export add_timestamp=f add_offset=t format=csv segmentation=raw",,,,,,,,,,,,,,,,,,,,,,,,23,"14.245",9,,,,,,,,,,,,,,,,,,,,,,,,,,0,"1673330400.000000000","1673560800.000000000",i3en6xl,0,0,tstats2,"1696530804.1197",i3en6xl,"0.2",2,"0.362",2,,,,,,,,,,0,"| tstats summariesonly=t chunk_size=1000000000 count WHERE index=test_s2_nvme1 AND display_login=""Ab*"" earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00""  BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,"2023-10-05T18:33:51.845+00:00"
335,132,335,"jmeter-test",uncached,1,"1970-01-01T00:00:00.000+00:00",604800,86400,"",118784,3,"0.002",1,2,"0.051",2,2,"30.726",133,1,"30.521",1,"0.012",9,"0.021",9,"0.003",9,"30.514",132,"0.035",43,DONE,"1.00000",0,"2023-01-10T06:00:00.000+00:00",0,335,0,1,0,"search (earliest=""01/10/2023:06:00:00"" index=test_s2_nvme1 latest=""01/12/2023:22:00:00"" ""abcdef*"")",none,335,132,335,"https://127.0.0.1:8089/services/search/jobs/1696530804.1195",3000M,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,"abcdef* earliest::01/10/2023:06:00:00 index::test_s2_nvme1 latest::01/12/2023:22:00:00","","2023-01-12T22:00:00.000+00:00","3.404333333333333","Your timerange was substituted based on your search string",0,1,0,"litsearch (index=test_s2_nvme1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""abcdef*"") | addinfo type=count label=prereport_events | fields keepcolorder=t ""prestats_reserved_*"" ""psrsvd_*"" | prestats count",9,"| search (earliest=""01/10/2023:06:00:00"" index=test_s2_nvme1 latest=""01/12/2023:22:00:00"" ""abcdef*"") | stats count | export add_timestamp=f add_offset=t format=csv segmentation=raw","litsearch (index=test_s2_nvme1 ""abcdef*"" _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count","stats  count  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",893803,335,132,131,5,"","2023-10-05T18:33:24.000+00:00","sistats count","litsearch (index=test_s2_nvme1 ""abcdef*"" _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count","stats  count | export  add_timestamp=f add_offset=t format=csv segmentation=raw","search index=test_s2_nvme1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""abcdef*"" | stats count",1,0,1,"31.003",0,0,1,0,335,"search index=test_s2_nvme1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""abcdef*"" | stats count | export add_timestamp=f add_offset=t format=csv segmentation=raw",29,335,131,335,"30.509",335,131,335,2,"0.016",2,2,2,2,2,2,335,131,335,"0.013",335,131,335,26,"14.344",6,"14.42",32,2000,79,0,132,"0.018",131,335,131,335,335,2,"29.96",16,"0.15",28,132,335,131,335,132,335,131,335,0,"1673330400.000000000","1673560800.000000000",i3en6xl,32,0,"rare-wildcard","1696530804.1195",i3en6xl,"0.198",2,"0.358",2,131,133,0,0,1,1,131,134,1,0,"search index=test_s2_nvme1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""abcdef*"" | stats count | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,"2023-10-05T18:33:55.715+00:00"
113849,145,113849,"jmeter-test",uncached,1,"1970-01-01T00:00:00.000+00:00",604800,86400,"",311296,3,"0.002",1,2,"0.05",2,2,"31.501",146,1,"31.47",1,"0.134",9,"0.145",9,"0.017",9,"31.461",145,"0.036",44,DONE,"1.00000",0,"2023-01-10T06:00:00.000+00:00",0,113849,0,1,0,"search (display_login=""Z*"" earliest=""01/10/2023:06:00:00"" index=test_s2_nvme1 latest=""01/12/2023:22:00:00"")",none,113849,145,113849,"https://127.0.0.1:8089/services/search/jobs/1696530804.1198",3000M,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,"display_login::z* earliest::01/10/2023:06:00:00 index::test_s2_nvme1 latest::01/12/2023:22:00:00","","2023-01-12T22:00:00.000+00:00","3.418777777777778","Your timerange was substituted based on your search string",0,1,0,"litsearch (index=test_s2_nvme1 display_login=""Z*"" earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"") | addinfo type=count label=prereport_events | fields keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats count by display_login",9,"| search (display_login=""Z*"" earliest=""01/10/2023:06:00:00"" index=test_s2_nvme1 latest=""01/12/2023:22:00:00"") | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw","litsearch (display_login=""Z*"" index=test_s2_nvme1 _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by display_login","stats  count by display_login  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",893800,113849,145,70411,5,"","2023-10-05T18:33:24.000+00:00","sistats count by display_login","litsearch (display_login=""Z*"" index=test_s2_nvme1 _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by display_login","stats  count by display_login | export  add_timestamp=f add_offset=t format=csv segmentation=raw","search index=test_s2_nvme1 display_login=""Z*""  earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" | stats count by display_login",18289,0,18289,"31.982",0,0,1,0,113849,"search index=test_s2_nvme1 display_login=""Z*""  earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw",29,113849,144,113849,"31.312",113849,144,113849,2,"0.016",2,2,2,2,2,2,113849,144,113849,"0.076",113849,144,113849,27,"13.437",5,"13.68",32,89796,147,0,145,"0.054",144,113849,144,113849,113849,2,"27.131",16,"3.695",30,145,113849,144,113849,145,113849,144,113849,0,"1673330400.000000000","1673560800.000000000",i3en6xl,32,0,"sparse-indexed","1696530804.1198",i3en6xl,"0.2",2,"0.362",2,70411,146,0,0,1,18289,70411,147,18289,0,"search index=test_s2_nvme1 display_login=""Z*""  earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,"2023-10-05T18:33:56.695+00:00"
602738,266,602738,"jmeter-test",uncached,1,"1970-01-01T00:00:00.000+00:00",604800,86400,"",3305472,3,"0.002",1,2,"0.05",2,2,"37.162",267,1,"38.477",1,"1.21",16,"1.268",16,"0.143",16,"38.459",266,"0.052",58,DONE,"1.00000",0,"2023-01-10T06:00:00.000+00:00",0,602738,0,1,0,"search (earliest=""01/10/2023:06:00:00"" index=test_s2_nvme1 latest=""01/12/2023:22:00:00"" ""Z*"")",none,602738,266,602738,"https://127.0.0.1:8089/services/search/jobs/1696530804.1196",3000M,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,"earliest::01/10/2023:06:00:00 index::test_s2_nvme1 latest::01/12/2023:22:00:00 z*","","2023-01-12T22:00:00.000+00:00","2.343375","Your timerange was substituted based on your search string",100000,1,100000,"litsearch (index=test_s2_nvme1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""Z*"") | addinfo type=count label=prereport_events | fields keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats count by display_login",16,"| search (earliest=""01/10/2023:06:00:00"" index=test_s2_nvme1 latest=""01/12/2023:22:00:00"" ""Z*"") | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw","litsearch (index=test_s2_nvme1 ""Z*"" _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by display_login","stats  count by display_login  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",893799,602738,266,345469,5,"","2023-10-05T18:33:24.000+00:00","sistats count by display_login","litsearch (index=test_s2_nvme1 ""Z*"" _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by display_login","stats  count by display_login | export  add_timestamp=f add_offset=t format=csv segmentation=raw","search index=test_s2_nvme1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""Z*""  | stats count by display_login",117034,0,117034,"39.375",0,0,1,0,602738,"search index=test_s2_nvme1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""Z*""  | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw",29,602738,265,602738,"37.462",602738,265,602738,2,"0.016",2,2,2,2,2,2,602738,265,602738,"10.314",602738,265,602738,30,"11.043",2,"12.862",32,879257,230,0,266,"0.178",265,602738,265,602738,602738,2,"12.26",4,"12.69",64,266,602738,265,602738,266,602738,265,602738,0,"1673330400.000000000","1673560800.000000000",i3en6xl,32,0,"sparse-raw","1696530804.1196",i3en6xl,"0.199",2,"0.362",2,345469,267,0,0,1,0,345469,268,0,0,"search index=test_s2_nvme1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""Z*""  | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,"2023-10-05T18:34:04.075+00:00"
11135896,3613,11135896,"jmeter-test",uncached,1,"1970-01-01T00:00:00.000+00:00",604800,86400,"",25513984,6,"0.002",1,2,"0.05",2,2,"52.648",3614,1,"62.206",1,"4.114",30,"4.234",31,"0.31",30,"62.002",3613,"0.083",100,DONE,"1.00000",0,"2023-01-10T06:00:00.000+00:00",0,11135896,0,1,0,"search (earliest=""01/10/2023:06:00:00"" index=test_s2_nvme1 latest=""01/12/2023:22:00:00"")",none,11135896,3613,11135896,"https://127.0.0.1:8089/services/search/jobs/1696530804.1193",3000M,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,"earliest::01/10/2023:06:00:00 index::test_s2_nvme1 latest::01/12/2023:22:00:00","","2023-01-12T22:00:00.000+00:00","2.0019666666666667","Your timerange was substituted based on your search string",1150000,1,1150000,"litsearch (index=test_s2_nvme1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"") | addinfo type=count label=prereport_events | fields keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats count by display_login",31,"| search (earliest=""01/10/2023:06:00:00"" index=test_s2_nvme1 latest=""01/12/2023:22:00:00"") | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw","litsearch (index=test_s2_nvme1 _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by display_login","stats  count by display_login  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",893804,11135896,3613,6992549,5,"","2023-10-05T18:33:24.000+00:00","sistats count by display_login","litsearch (index=test_s2_nvme1 _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by display_login","stats  count by display_login | export  add_timestamp=f add_offset=t format=csv segmentation=raw","search index=test_s2_nvme1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" | stats count by display_login",1180004,0,1180004,"67.205",0,0,1,0,11135896,"search index=test_s2_nvme1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw",29,11135896,3612,11135896,"48.536",11135896,3612,11135896,2,"0.015",2,2,2,2,2,2,11135896,3612,11135896,"1.696",11135896,3612,11135896,30,"7.624",2,"9.949",32,,144,0,3613,"1.686",3612,11135896,3612,11135896,11135896,2,"7.624",2,"33.24",903,3613,11135896,3612,11135896,3613,11135896,3612,11135896,0,"1673330400.000000000","1673560800.000000000",i3en6xl,32,0,"dense-indexed","1696530804.1193",i3en6xl,"0.196",2,"0.358",2,6992549,3614,0,0,1,0,6992549,3615,0,0,"search index=test_s2_nvme1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,"2023-10-05T18:34:31.946+00:00"
