"addinfo.input_count","addinfo.invocations","addinfo.output_count",author,cached,canSummarize,cursorTime,defaultSaveTTL,defaultTTL,delegate,diskUsage,"dispatch.check_disk_usage.invocations","dispatch.createdSearchResultInfrastructure.duration_secs","dispatch.createdSearchResultInfrastructure.invocations","dispatch.evaluate.export.invocations","dispatch.evaluate.search.duration_secs","dispatch.evaluate.search.invocations","dispatch.evaluate.stats.invocations","dispatch.fetch.rcp.phase_0.duration_secs","dispatch.fetch.rcp.phase_0.invocations","dispatch.finalWriteToDisk.invocations","dispatch.localSearch.duration_secs","dispatch.localSearch.invocations","dispatch.preview.duration.duration_secs","dispatch.preview.duration.invocations","dispatch.preview.snapshot.duration_secs","dispatch.preview.snapshot.invocations","dispatch.preview.write_results_to_disk.duration_secs","dispatch.preview.write_results_to_disk.invocations","dispatch.stream.local.duration_secs","dispatch.stream.local.invocations","dispatch.writeStatus.duration_secs","dispatch.writeStatus.invocations",dispatchState,doneProgress,dropCount,earliestTime,eventAvailableCount,eventCount,eventFieldCount,eventIsStreaming,eventIsTruncated,eventSearch,eventSorting,"fields.input_count","fields.invocations","fields.output_count",id,"io_limit",isBatchModeSearch,isDone,isEventsPreviewEnabled,isFailed,isFinalized,isGoodSummarizationCandidate,isPaused,isPreviewEnabled,isRealTimeSearch,isRemoteTimeline,isSaved,isSavedSearch,isTimeCursored,isZombie,"is_prjob",keywords,label,latestTime,meanPreviewPeriod,"messages.info","noop.input_count","noop.invocations","noop.output_count",normalizedSearch,numPreviews,optimizedSearch,phase0,phase1,pid,"prestats.input_count","prestats.invocations","prestats.output_count",priority,provenance,published,reduceSearch,remoteSearch,reportSearch,"request_search",resultCount,resultIsStreaming,resultPreviewCount,runDuration,"runtime.auto_cancel","runtime.auto_pause",sampleRatio,sampleSeed,scanCount,search,"search.batch.cache_setup.invocations","search.calcfields.input_count","search.calcfields.invocations","search.calcfields.output_count","search.duration_secs","search.evalfilter.input_count","search.evalfilter.invocations","search.evalfilter.output_count","search.expand_search.calcfield.invocations","search.expand_search.duration_secs","search.expand_search.fieldaliaser.invocations","search.expand_search.indexed_fields.invocations","search.expand_search.invocations","search.expand_search.kv.invocations","search.expand_search.lookup.invocations","search.expand_search.sourcetype.invocations","search.fieldalias.input_count","search.fieldalias.invocations","search.fieldalias.output_count","search.filter.duration_secs","search.filter.input_count","search.filter.invocations","search.filter.output_count","search.index.bucketcache.hit.invocations","search.index.bucketcache.miss.duration_secs","search.index.bucketcache.miss.invocations","search.index.duration_secs","search.index.invocations","search.index.usec_1_8.invocations","search.index.usec_512_4096.invocations","search.index.usec_64_512.invocations","search.index.usec_8_64.invocations","search.input_count","search.invocations","search.kv.duration_secs","search.kv.invocations","search.lookups.input_count","search.lookups.invocations","search.lookups.output_count","search.output_count","search.parse_directives.invocations","search.rawdata.bucketcache.miss.duration_secs","search.rawdata.bucketcache.miss.invocations","search.rawdata.duration_secs","search.rawdata.invocations","search.summary.invocations","search.tags.input_count","search.tags.invocations","search.tags.output_count","search.track_sourcetypes.invocations","search.typer.input_count","search.typer.invocations","search.typer.output_count",searchCanBeEventType,searchEarliestTime,searchLatestTime,searchProviders,searchTotalBucketsCount,searchTotalEliminatedBucketsCount,"search_name",sid,"splunk_server","startup.configuration.duration_secs","startup.configuration.invocations","startup.handoff.duration_secs","startup.handoff.invocations","stats.execute_input.input_count","stats.execute_input.invocations","stats.execute_input.output_count","stats.execute_output.input_count","stats.execute_output.invocations","stats.execute_output.output_count","stats.input_count","stats.invocations","stats.output_count",statusBuckets,title,ttl,updated
1,2,1,"jmeter-test",uncached,1,"1970-01-01T00:00:00.000+00:00",604800,86400,"",180224,2,"0.002",1,2,"0.049",2,2,"20.931",5,1,"20.693",1,"0.003",2,"0.004",2,"0.001",2,"20.692",2,"0.02",26,DONE,"1.00000",0,"2023-01-01T06:00:00.000+00:00",0,1,0,1,0,"search (earliest=""01/01/2023:06:00:00"" index=test_high_cardinality_compressed1 latest=""01/31/2023:22:00:00"" ""zefuirusu"")",none,1,2,1,"https://127.0.0.1:8089/services/search/jobs/1693193127.7459",400M,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,"earliest::01/01/2023:06:00:00 index::test_high_cardinality_compressed1 latest::01/31/2023:22:00:00 zefuirusu","","2023-01-31T22:00:00.000+00:00","10.1205","Your timerange was substituted based on your search string",0,1,0,"litsearch (index=test_high_cardinality_compressed1 earliest=""01/01/2023:06:00:00"" latest=""01/31/2023:22:00:00"" ""zefuirusu"") | addinfo type=count label=prereport_events | fields keepcolorder=t ""prestats_reserved_*"" ""psrsvd_*"" | prestats count",2,"| search (earliest=""01/01/2023:06:00:00"" index=test_high_cardinality_compressed1 latest=""01/31/2023:22:00:00"" ""zefuirusu"") | stats count | export add_timestamp=f add_offset=t format=csv segmentation=raw","litsearch (index=test_high_cardinality_compressed1 ""zefuirusu"" _time>=1672552800.000 _time<1675202400.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count","stats  count  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",1501510,1,2,1,5,"","2023-08-28T03:25:27.000+00:00","sistats count","litsearch (index=test_high_cardinality_compressed1 ""zefuirusu"" _time>=1672552800.000 _time<1675202400.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count","stats  count | export  add_timestamp=f add_offset=t format=csv segmentation=raw","search index=test_high_cardinality_compressed1 earliest=""01/01/2023:06:00:00"" latest=""01/31/2023:22:00:00"" ""zefuirusu"" | stats count",1,0,1,"21.177",0,0,1,0,1,"search index=test_high_cardinality_compressed1 earliest=""01/01/2023:06:00:00"" latest=""01/31/2023:22:00:00"" ""zefuirusu"" | stats count | export add_timestamp=f add_offset=t format=csv segmentation=raw",2,1,1,1,"20.692",1,1,1,2,"0.015",2,2,2,2,2,2,1,1,1,"0.001",1,1,1,129,"10.267",2,"10.316",131,114,24,46,1,0,2,"0.016",1,1,1,1,1,2,"10.154",1,"0.033",1,2,1,1,1,2,1,1,1,0,"1672552800.000000000","1675202400.000000000","ip-172-31-15-178.ec2.internal",131,129,"rare-exact","1693193127.7459","ip-172-31-15-178.ec2.internal","0.025",2,"0.164",2,1,5,0,0,1,1,1,6,1,0,"search index=test_high_cardinality_compressed1 earliest=""01/01/2023:06:00:00"" latest=""01/31/2023:22:00:00"" ""zefuirusu"" | stats count | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,"2023-08-28T03:25:49.310+00:00"
,,,"jmeter-test",uncached,0,"1970-01-01T00:00:00.000+00:00",604800,86400,"",323584,29,"0.005",1,2,,,,"253.217",281,1,"290.65",1,"5.751",28,"5.793",28,"0.076",28,"290.634",265,"0.236",329,DONE,"1.00000",0,"2023-01-01T06:00:00.000+00:00",0,162062,0,1,0,"",none,,,,"https://127.0.0.1:8089/services/search/jobs/1693193127.7460",400M,1,1,0,0,0,,0,1,0,0,0,0,0,0,0,"","","2023-01-31T22:00:00.000+00:00","10.558428571428573","Your timerange was substituted based on your 'where' clause",0,1,0,"tstats prestats=t local=f summariesonly=t allow_old_summaries=f chunk_size=1000000000 count where index=test_high_cardinality_compressed1 AND display_login=""Ze*"" earliest=""01/01/2023:06:00:00"" latest=""01/31/2023:22:00:00"" groupby _time display_login span=2880s",28," | tstats summariesonly=true allow_old_summaries=false chunk_size=1000000000 count WHERE (index=test_high_cardinality_compressed1 display_login=""Ze*"" _time>=1672552800.000 _time<1675202400.000) BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false | export add_timestamp=f add_offset=t format=csv segmentation=raw","tstats  prestats=t local=f summariesonly=t allow_old_summaries=f chunk_size=1000000000 count where (index=test_high_cardinality_compressed1 display_login=""Ze*"" _time>=1672552800.000 _time<1675202400.000) groupby _time display_login span=2880s","tstats  summariesonly=true allow_old_summaries=false chunk_size=1000000000 count WHERE (index=test_high_cardinality_compressed1 display_login=""Ze*"" _time>=1672552800.000 _time<1675202400.000) BY _time span=2880s, display_login  | timechart  limit=100 span=2880s count BY display_login usenull=false  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",1501511,,,,5,"","2023-08-28T03:25:27.000+00:00","sistats count by _time display_login","tstats  prestats=t local=f summariesonly=t allow_old_summaries=f chunk_size=1000000000 count where (index=test_high_cardinality_compressed1 display_login=""Ze*"" _time>=1672552800.000 _time<1675202400.000) groupby _time display_login span=2880s","tstats  summariesonly=true allow_old_summaries=false chunk_size=1000000000 count WHERE (index=test_high_cardinality_compressed1 display_login=""Ze*"" _time>=1672552800.000 _time<1675202400.000) BY _time span=2880s, display_login | timechart  limit=100 span=2880s count BY display_login usenull=false | export  add_timestamp=f add_offset=t format=csv segmentation=raw","| tstats summariesonly=t chunk_size=1000000000 count WHERE index=test_high_cardinality_compressed1 AND display_login=""Ze*"" earliest=""01/01/2023:06:00:00"" latest=""01/31/2023:22:00:00""  BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false",921,0,921,"297.819",0,0,1,0,162062,"| tstats summariesonly=t chunk_size=1000000000 count WHERE index=test_high_cardinality_compressed1 AND display_login=""Ze*"" earliest=""01/01/2023:06:00:00"" latest=""01/31/2023:22:00:00""  BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false | export add_timestamp=f add_offset=t format=csv segmentation=raw",,,,,,,,,,,,,,,,,,,,,,,,96,"165.45",35,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"1672552800.000000000","1675202400.000000000","ip-172-31-15-178.ec2.internal",0,0,tstats1,"1693193127.7460","ip-172-31-15-178.ec2.internal","0.025",2,"0.164",2,,,,,,,,,,0,"| tstats summariesonly=t chunk_size=1000000000 count WHERE index=test_high_cardinality_compressed1 AND display_login=""Ze*"" earliest=""01/01/2023:06:00:00"" latest=""01/31/2023:22:00:00""  BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,"2023-08-28T03:30:25.340+00:00"
,,,"jmeter-test",uncached,0,"1970-01-01T00:00:00.000+00:00",604800,86400,"",299008,29,"0.005",1,2,,,,"250.246",281,1,"290.651",1,"8.774",28,"8.819",28,"0.067",28,"290.635",265,"0.239",330,DONE,"1.00000",0,"2023-01-01T06:00:00.000+00:00",0,435086,0,1,0,"",none,,,,"https://127.0.0.1:8089/services/search/jobs/1693193127.7458",400M,1,1,0,0,0,,0,1,0,0,0,0,0,0,0,"","","2023-01-31T22:00:00.000+00:00","10.558250000000001","Your timerange was substituted based on your 'where' clause",0,1,0,"tstats prestats=t local=f summariesonly=t allow_old_summaries=f chunk_size=1000000000 count where index=test_high_cardinality_compressed1 AND display_login=""Ab*"" earliest=""01/01/2023:06:00:00"" latest=""01/31/2023:22:00:00"" groupby _time display_login span=2880s",28," | tstats summariesonly=true allow_old_summaries=false chunk_size=1000000000 count WHERE (index=test_high_cardinality_compressed1 display_login=""Ab*"" _time>=1672552800.000 _time<1675202400.000) BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false | export add_timestamp=f add_offset=t format=csv segmentation=raw","tstats  prestats=t local=f summariesonly=t allow_old_summaries=f chunk_size=1000000000 count where (index=test_high_cardinality_compressed1 display_login=""Ab*"" _time>=1672552800.000 _time<1675202400.000) groupby _time display_login span=2880s","tstats  summariesonly=true allow_old_summaries=false chunk_size=1000000000 count WHERE (index=test_high_cardinality_compressed1 display_login=""Ab*"" _time>=1672552800.000 _time<1675202400.000) BY _time span=2880s, display_login  | timechart  limit=100 span=2880s count BY display_login usenull=false  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",1501526,,,,5,"","2023-08-28T03:25:27.000+00:00","sistats count by _time display_login","tstats  prestats=t local=f summariesonly=t allow_old_summaries=f chunk_size=1000000000 count where (index=test_high_cardinality_compressed1 display_login=""Ab*"" _time>=1672552800.000 _time<1675202400.000) groupby _time display_login span=2880s","tstats  summariesonly=true allow_old_summaries=false chunk_size=1000000000 count WHERE (index=test_high_cardinality_compressed1 display_login=""Ab*"" _time>=1672552800.000 _time<1675202400.000) BY _time span=2880s, display_login | timechart  limit=100 span=2880s count BY display_login usenull=false | export  add_timestamp=f add_offset=t format=csv segmentation=raw","| tstats summariesonly=t chunk_size=1000000000 count WHERE index=test_high_cardinality_compressed1 AND display_login=""Ab*"" earliest=""01/01/2023:06:00:00"" latest=""01/31/2023:22:00:00""  BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false",921,0,921,"299.2",0,0,1,0,435086,"| tstats summariesonly=t chunk_size=1000000000 count WHERE index=test_high_cardinality_compressed1 AND display_login=""Ab*"" earliest=""01/01/2023:06:00:00"" latest=""01/31/2023:22:00:00""  BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false | export add_timestamp=f add_offset=t format=csv segmentation=raw",,,,,,,,,,,,,,,,,,,,,,,,97,"165.234",34,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"1672552800.000000000","1675202400.000000000","ip-172-31-15-178.ec2.internal",0,0,tstats2,"1693193127.7458","ip-172-31-15-178.ec2.internal","0.016",2,"0.164",2,,,,,,,,,,0,"| tstats summariesonly=t chunk_size=1000000000 count WHERE index=test_high_cardinality_compressed1 AND display_login=""Ab*"" earliest=""01/01/2023:06:00:00"" latest=""01/31/2023:22:00:00""  BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,"2023-08-28T03:30:26.670+00:00"
4051,630,4051,"jmeter-test",uncached,1,"1970-01-01T00:00:00.000+00:00",604800,86400,"",184320,34,"0.002",1,2,"0.051",2,2,"308.748",648,1,"348.598",1,"0.016",29,"0.039",29,"0.004",29,"348.568",630,"0.269",381,DONE,"1.00000",0,"2023-01-01T06:00:00.000+00:00",0,4051,0,1,0,"search (earliest=""01/01/2023:06:00:00"" index=test_high_cardinality_compressed1 latest=""01/31/2023:22:00:00"" ""abcdef*"")",none,4051,630,4051,"https://127.0.0.1:8089/services/search/jobs/1693193127.7454",400M,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,"abcdef* earliest::01/01/2023:06:00:00 index::test_high_cardinality_compressed1 latest::01/31/2023:22:00:00","","2023-01-31T22:00:00.000+00:00","11.72010344827586","Your timerange was substituted based on your search string",0,1,0,"litsearch (index=test_high_cardinality_compressed1 earliest=""01/01/2023:06:00:00"" latest=""01/31/2023:22:00:00"" ""abcdef*"") | addinfo type=count label=prereport_events | fields keepcolorder=t ""prestats_reserved_*"" ""psrsvd_*"" | prestats count",29,"| search (earliest=""01/01/2023:06:00:00"" index=test_high_cardinality_compressed1 latest=""01/31/2023:22:00:00"" ""abcdef*"") | stats count | export add_timestamp=f add_offset=t format=csv segmentation=raw","litsearch (index=test_high_cardinality_compressed1 ""abcdef*"" _time>=1672552800.000 _time<1675202400.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count","stats  count  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",1501525,4051,630,629,5,"","2023-08-28T03:25:27.000+00:00","sistats count","litsearch (index=test_high_cardinality_compressed1 ""abcdef*"" _time>=1672552800.000 _time<1675202400.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count","stats  count | export  add_timestamp=f add_offset=t format=csv segmentation=raw","search index=test_high_cardinality_compressed1 earliest=""01/01/2023:06:00:00"" latest=""01/31/2023:22:00:00"" ""abcdef*"" | stats count",1,0,1,"349.081",0,0,1,0,4051,"search index=test_high_cardinality_compressed1 earliest=""01/01/2023:06:00:00"" latest=""01/31/2023:22:00:00"" ""abcdef*"" | stats count | export add_timestamp=f add_offset=t format=csv segmentation=raw",130,4051,629,4051,"348.548",4051,629,4051,2,"0.016",2,2,2,2,2,2,4051,629,4051,"0.149",4051,629,4051,127,"20.427",4,"96.74",131,8557,22,878,51,0,630,"0.048",629,4051,629,4051,4051,2,"260.709",57,"0.723",131,630,4051,629,4051,630,4051,629,4051,0,"1672552800.000000000","1675202400.000000000","ip-172-31-15-178.ec2.internal",131,0,"rare-wildcard","1693193127.7454","ip-172-31-15-178.ec2.internal","0.016",2,"0.164",2,629,648,0,0,1,1,629,649,1,0,"search index=test_high_cardinality_compressed1 earliest=""01/01/2023:06:00:00"" latest=""01/31/2023:22:00:00"" ""abcdef*"" | stats count | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,"2023-08-28T03:31:16.530+00:00"
1181734,613,1181734,"jmeter-test",uncached,1,"1970-01-01T00:00:00.000+00:00",604800,86400,"",892928,34,"0.002",1,2,"0.049",2,2,"306.674",630,1,"349.001",1,"2.408",29,"2.492",29,"0.223",29,"348.949",613,"0.281",381,DONE,"1.00000",0,"2023-01-01T06:00:00.000+00:00",0,1181734,0,1,0,"search (display_login=""Z*"" earliest=""01/01/2023:06:00:00"" index=test_high_cardinality_compressed1 latest=""01/31/2023:22:00:00"")",none,1181734,613,1181734,"https://127.0.0.1:8089/services/search/jobs/1693193127.7455",400M,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,"display_login::z* earliest::01/01/2023:06:00:00 index::test_high_cardinality_compressed1 latest::01/31/2023:22:00:00","","2023-01-31T22:00:00.000+00:00","11.731758620689655","Your timerange was substituted based on your search string",0,1,0,"litsearch (index=test_high_cardinality_compressed1 display_login=""Z*"" earliest=""01/01/2023:06:00:00"" latest=""01/31/2023:22:00:00"") | addinfo type=count label=prereport_events | fields keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats count by display_login",29,"| search (display_login=""Z*"" earliest=""01/01/2023:06:00:00"" index=test_high_cardinality_compressed1 latest=""01/31/2023:22:00:00"") | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw","litsearch (display_login=""Z*"" index=test_high_cardinality_compressed1 _time>=1672552800.000 _time<1675202400.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by display_login","stats  count by display_login  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",1501512,1181734,613,726715,5,"","2023-08-28T03:25:27.000+00:00","sistats count by display_login","litsearch (display_login=""Z*"" index=test_high_cardinality_compressed1 _time>=1672552800.000 _time<1675202400.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by display_login","stats  count by display_login | export  add_timestamp=f add_offset=t format=csv segmentation=raw","search index=test_high_cardinality_compressed1 display_login=""Z*""  earliest=""01/01/2023:06:00:00"" latest=""01/31/2023:22:00:00"" | stats count by display_login",72314,0,72314,"349.668",0,0,1,0,1181734,"search index=test_high_cardinality_compressed1 display_login=""Z*""  earliest=""01/01/2023:06:00:00"" latest=""01/31/2023:22:00:00"" | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw",130,1181734,612,1181734,"347.231",1181734,612,1181734,2,"0.016",2,2,2,2,2,2,1181734,612,1181734,"0.809",1181734,612,1181734,128,"17.863",3,"55.583",131,414405,25,1584,930,0,613,"0.515",612,1181734,612,1181734,1181734,2,"196.539",35,"37.792",133,613,1181734,612,1181734,613,1181734,612,1181734,0,"1672552800.000000000","1675202400.000000000","ip-172-31-15-178.ec2.internal",131,0,"sparse-indexed","1693193127.7455","ip-172-31-15-178.ec2.internal","0.02",2,"0.166",2,726715,630,0,0,1,72314,726715,631,72314,0,"search index=test_high_cardinality_compressed1 display_login=""Z*""  earliest=""01/01/2023:06:00:00"" latest=""01/31/2023:22:00:00"" | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,"2023-08-28T03:31:17.110+00:00"
5909155,2234,5909155,"jmeter-test",uncached,1,"1970-01-01T00:00:00.000+00:00",604800,86400,"",12939264,36,"0.002",1,2,"0.049",2,2,"332.146",2244,1,"359.024",1,"4.304",40,"4.469",40,"0.409",40,"358.884",2234,"0.308",404,DONE,"1.00000",0,"2023-01-01T06:00:00.000+00:00",0,5909155,0,1,0,"search (earliest=""01/01/2023:06:00:00"" index=test_high_cardinality_compressed1 latest=""01/31/2023:22:00:00"" ""Z*"")",none,5909155,2234,5909155,"https://127.0.0.1:8089/services/search/jobs/1693193127.7453",400M,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,"earliest::01/01/2023:06:00:00 index::test_high_cardinality_compressed1 latest::01/31/2023:22:00:00 z*","","2023-01-31T22:00:00.000+00:00","8.6253","Your timerange was substituted based on your search string",600000,1,600000,"litsearch (index=test_high_cardinality_compressed1 earliest=""01/01/2023:06:00:00"" latest=""01/31/2023:22:00:00"" ""Z*"") | addinfo type=count label=prereport_events | fields keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats count by display_login",40,"| search (earliest=""01/01/2023:06:00:00"" index=test_high_cardinality_compressed1 latest=""01/31/2023:22:00:00"" ""Z*"") | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw","litsearch (index=test_high_cardinality_compressed1 ""Z*"" _time>=1672552800.000 _time<1675202400.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by display_login","stats  count by display_login  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",1501516,5909155,2234,3513541,5,"","2023-08-28T03:25:27.000+00:00","sistats count by display_login","litsearch (index=test_high_cardinality_compressed1 ""Z*"" _time>=1672552800.000 _time<1675202400.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by display_login","stats  count by display_login | export  add_timestamp=f add_offset=t format=csv segmentation=raw","search index=test_high_cardinality_compressed1 earliest=""01/01/2023:06:00:00"" latest=""01/31/2023:22:00:00"" ""Z*""  | stats count by display_login",601750,0,601750,"361.841",0,0,1,0,5909155,"search index=test_high_cardinality_compressed1 earliest=""01/01/2023:06:00:00"" latest=""01/31/2023:22:00:00"" ""Z*""  | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw",130,5909155,2233,5909155,"349.675",5909155,2233,5909155,2,"0.016",2,2,2,2,2,2,5909155,2233,5909155,"94.05",5909155,2233,5909155,130,"4.966",1,"14.383",131,3998526,17,1548,4203,0,2234,"2.047",2233,5909155,2233,5909155,5909155,2,"80.69",4,"78.204",555,2234,5909155,2233,5909155,2234,5909155,2233,5909155,0,"1672552800.000000000","1675202400.000000000","ip-172-31-15-178.ec2.internal",131,0,"sparse-raw","1693193127.7453","ip-172-31-15-178.ec2.internal","0.018",2,"0.164",2,3513541,2244,0,0,1,0,3513541,2245,0,0,"search index=test_high_cardinality_compressed1 earliest=""01/01/2023:06:00:00"" latest=""01/31/2023:22:00:00"" ""Z*""  | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,"2023-08-28T03:31:29.290+00:00"
117308107,37789,117308107,"jmeter-test",uncached,1,"1970-01-01T00:00:00.000+00:00",604800,86400,"",66547712,50,"0.002",1,2,"0.049",2,2,"384.655",37793,1,"479.707",1,"17.551",54,"17.763",55,"0.546",54,"477.546",37789,"0.486",561,DONE,"1.00000",0,"2023-01-01T06:00:00.000+00:00",0,117308107,0,1,0,"search (earliest=""01/01/2023:06:00:00"" index=test_high_cardinality_compressed1 latest=""01/31/2023:22:00:00"")",none,117308107,37789,117308107,"https://127.0.0.1:8089/services/search/jobs/1693193127.7457",400M,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,"earliest::01/01/2023:06:00:00 index::test_high_cardinality_compressed1 latest::01/31/2023:22:00:00","","2023-01-31T22:00:00.000+00:00","8.82011111111111","Your timerange was substituted based on your search string",4600000,1,4600000,"litsearch (index=test_high_cardinality_compressed1 earliest=""01/01/2023:06:00:00"" latest=""01/31/2023:22:00:00"") | addinfo type=count label=prereport_events | fields keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats count by display_login",55,"| search (earliest=""01/01/2023:06:00:00"" index=test_high_cardinality_compressed1 latest=""01/31/2023:22:00:00"") | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw","litsearch (index=test_high_cardinality_compressed1 _time>=1672552800.000 _time<1675202400.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by display_login","stats  count by display_login  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",1501524,117308107,37789,73061386,5,"","2023-08-28T03:25:27.000+00:00","sistats count by display_login","litsearch (index=test_high_cardinality_compressed1 _time>=1672552800.000 _time<1675202400.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by display_login","stats  count by display_login | export  add_timestamp=f add_offset=t format=csv segmentation=raw","search index=test_high_cardinality_compressed1 earliest=""01/01/2023:06:00:00"" latest=""01/31/2023:22:00:00"" | stats count by display_login",4628320,0,4628320,"504.11",0,0,1,0,117308107,"search index=test_high_cardinality_compressed1 earliest=""01/01/2023:06:00:00"" latest=""01/31/2023:22:00:00"" | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw",130,117308107,37788,117308107,"340.653",117308107,37788,117308107,2,"0.015",2,2,2,2,2,2,117308107,37788,117308107,"16.63",117308107,37788,117308107,130,"2.277",1,"25.376",131,,,1467,70,0,37789,"22.487",37788,117308107,37788,117308107,117308107,2,"2.277",1,"177.142",9448,37789,117308107,37788,117308107,37789,117308107,37788,117308107,0,"1672552800.000000000","1675202400.000000000","ip-172-31-15-178.ec2.internal",131,0,"dense-indexed","1693193127.7457","ip-172-31-15-178.ec2.internal","0.017",2,"0.164",2,73061386,37793,0,0,1,0,73061386,37794,0,0,"search index=test_high_cardinality_compressed1 earliest=""01/01/2023:06:00:00"" latest=""01/31/2023:22:00:00"" | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,"2023-08-28T03:33:51.640+00:00"
