addinfo.input_count,addinfo.invocations,addinfo.output_count,author,cached,canSummarize,cursorTime,defaultSaveTTL,defaultTTL,delegate,diskUsage,dispatch.createdSearchResultInfrastructure.duration_secs,dispatch.createdSearchResultInfrastructure.invocations,dispatch.evaluate.export.invocations,dispatch.evaluate.search.duration_secs,dispatch.evaluate.search.invocations,dispatch.evaluate.stats.invocations,dispatch.fetch.rcp.phase_0.duration_secs,dispatch.fetch.rcp.phase_0.invocations,dispatch.finalWriteToDisk.invocations,dispatch.localSearch.duration_secs,dispatch.localSearch.invocations,dispatch.stream.local.duration_secs,dispatch.stream.local.invocations,dispatch.writeStatus.duration_secs,dispatch.writeStatus.invocations,dispatchState,doneProgress,dropCount,earliestTime,eventAvailableCount,eventCount,eventFieldCount,eventIsStreaming,eventIsTruncated,eventSearch,eventSorting,fields.input_count,fields.invocations,fields.output_count,id,io_limit,isBatchModeSearch,isDone,isEventsPreviewEnabled,isFailed,isFinalized,isGoodSummarizationCandidate,isPaused,isPreviewEnabled,isRealTimeSearch,isRemoteTimeline,isSaved,isSavedSearch,isTimeCursored,isZombie,is_prjob,keywords,label,latestTime,messages.info,noop.input_count,noop.invocations,noop.output_count,normalizedSearch,numPreviews,optimizedSearch,phase0,phase1,pid,prestats.input_count,prestats.invocations,prestats.output_count,priority,provenance,published,reduceSearch,remoteSearch,reportSearch,request_search,resultCount,resultIsStreaming,resultPreviewCount,runDuration,runtime.auto_cancel,runtime.auto_pause,sampleRatio,sampleSeed,scanCount,search,search.calcfields.input_count,search.calcfields.invocations,search.calcfields.output_count,search.duration_secs,search.evalfilter.input_count,search.evalfilter.invocations,search.evalfilter.output_count,search.expand_search.calcfield.invocations,search.expand_search.duration_secs,search.expand_search.fieldaliaser.invocations,search.expand_search.indexed_fields.invocations,search.expand_search.invocations,search.expand_search.kv.invocations,search.expand_search.lookup.invocations,search.expand_search.sourcetype.invocations,search.fieldalias.input_count,search.fieldalias.invocations,search.fieldalias.output_count,search.filter.duration_secs,search.filter.input_count,search.filter.invocations,search.filter.output_count,search.index.bucketcache.hit.invocations,search.index.duration_secs,search.index.invocations,search.index.usec_1_8.invocations,search.index.usec_64_512.invocations,search.input_count,search.invocations,search.kv.duration_secs,search.kv.invocations,search.lookups.input_count,search.lookups.invocations,search.lookups.output_count,search.output_count,search.parse_directives.invocations,search.rawdata.bucketcache.hit.invocations,search.rawdata.duration_secs,search.rawdata.invocations,search.summary.invocations,search.tags.input_count,search.tags.invocations,search.tags.output_count,search.track_sourcetypes.invocations,search.typer.input_count,search.typer.invocations,search.typer.output_count,searchCanBeEventType,searchEarliestTime,searchLatestTime,searchProviders,searchTotalBucketsCount,searchTotalEliminatedBucketsCount,search_name,sid,splunk_server,startup.configuration.duration_secs,startup.configuration.invocations,startup.handoff.duration_secs,startup.handoff.invocations,stats.execute_input.input_count,stats.execute_input.invocations,stats.execute_input.output_count,stats.execute_output.input_count,stats.execute_output.invocations,stats.execute_output.output_count,stats.input_count,stats.invocations,stats.output_count,statusBuckets,title,ttl,updated
1,2,1,jmeter-test,false,1,1970-01-01T00:00:00.000+00:00,604800,86400,,106496,0.002,1,2,0.049,2,2,0.331,4,1,0.093,1,0.093,2,0.002,3,DONE,1.00000,0,2023-01-10T06:00:00.000+00:00,0,1,0,1,0,"search (earliest=""01/10/2023:06:00:00"" index=test_high_cardinality_compressed1 latest=""01/12/2023:22:00:00"" ""zefuirusu"")",none,1,2,1,https://127.0.0.1:8089/services/search/jobs/1692933594.1524,200M,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,earliest::01/10/2023:06:00:00 index::test_high_cardinality_compressed1 latest::01/12/2023:22:00:00 zefuirusu,,2023-01-12T22:00:00.000+00:00,Your timerange was substituted based on your search string,0,1,0,"litsearch (index=test_high_cardinality_compressed1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""zefuirusu"") | addinfo type=count label=prereport_events | fields keepcolorder=t ""prestats_reserved_*"" ""psrsvd_*"" | prestats count",0,"| search (earliest=""01/10/2023:06:00:00"" index=test_high_cardinality_compressed1 latest=""01/12/2023:22:00:00"" ""zefuirusu"") | stats count | export add_timestamp=f add_offset=t format=csv segmentation=raw","litsearch (index=test_high_cardinality_compressed1 ""zefuirusu"" _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count",stats  count  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ,542884,1,2,1,5,,2023-08-25T03:19:54.000+00:00,sistats count,"litsearch (index=test_high_cardinality_compressed1 ""zefuirusu"" _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count",stats  count | export  add_timestamp=f add_offset=t format=csv segmentation=raw,"search index=test_high_cardinality_compressed1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""zefuirusu"" | stats count",1,0,1,0.55,0,0,1,0,1,"search index=test_high_cardinality_compressed1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""zefuirusu"" | stats count | export add_timestamp=f add_offset=t format=csv segmentation=raw",1,1,1,0.092,1,1,1,2,0.015,2,2,2,2,2,2,1,1,1,0.001,1,1,1,43,0.003,43,42,1,0,2,0.016,1,1,1,1,1,2,1,0.033,1,2,1,1,1,2,1,1,1,0,1673330400.000000000,1673560800.000000000,ip-172-31-15-178.ec2.internal,43,42,rare-exact,1692933594.1524,ip-172-31-15-178.ec2.internal,0.016,2,0.088,2,1,4,0,0,1,1,1,5,1,0,"search index=test_high_cardinality_compressed1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""zefuirusu"" | stats count | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,2023-08-25T03:19:55.499+00:00
113849,205,113849,jmeter-test,false,1,1970-01-01T00:00:00.000+00:00,604800,86400,,348160,0.002,1,2,0.048,2,2,4.648,206,1,4.58,1,4.57,205,0.009,12,DONE,1.00000,0,2023-01-10T06:00:00.000+00:00,0,113849,0,1,0,"search (display_login=""Z*"" earliest=""01/10/2023:06:00:00"" index=test_high_cardinality_compressed1 latest=""01/12/2023:22:00:00"")",none,113849,205,113849,https://127.0.0.1:8089/services/search/jobs/1692933594.1529,200M,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,display_login::z* earliest::01/10/2023:06:00:00 index::test_high_cardinality_compressed1 latest::01/12/2023:22:00:00,,2023-01-12T22:00:00.000+00:00,Your timerange was substituted based on your search string,0,1,0,"litsearch (index=test_high_cardinality_compressed1 display_login=""Z*"" earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"") | addinfo type=count label=prereport_events | fields keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats count by display_login",4,"| search (display_login=""Z*"" earliest=""01/10/2023:06:00:00"" index=test_high_cardinality_compressed1 latest=""01/12/2023:22:00:00"") | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw","litsearch (display_login=""Z*"" index=test_high_cardinality_compressed1 _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by display_login",stats  count by display_login  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ,542899,113849,205,79499,5,,2023-08-25T03:19:54.000+00:00,sistats count by display_login,"litsearch (display_login=""Z*"" index=test_high_cardinality_compressed1 _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by display_login",stats  count by display_login | export  add_timestamp=f add_offset=t format=csv segmentation=raw,"search index=test_high_cardinality_compressed1 display_login=""Z*""  earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" | stats count by display_login",18289,0,18289,5.061,0,0,1,0,113849,"search index=test_high_cardinality_compressed1 display_login=""Z*""  earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw",113849,204,113849,4.43,113849,204,113849,2,0.015,2,2,2,2,2,2,113849,204,113849,0.07,113849,204,113849,43,0.249,43,106889,145,0,205,0.058,204,113849,204,113849,113849,2,43,3.957,43,205,113849,204,113849,205,113849,204,113849,0,1673330400.000000000,1673560800.000000000,ip-172-31-15-178.ec2.internal,43,0,sparse-indexed,1692933594.1529,ip-172-31-15-178.ec2.internal,0.016,2,0.086,2,79499,206,0,0,1,18289,79499,207,18289,0,"search index=test_high_cardinality_compressed1 display_login=""Z*""  earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,2023-08-25T03:19:59.589+00:00
,,,jmeter-test,false,0,1970-01-01T00:00:00.000+00:00,604800,86400,,196608,0.002,1,2,,,,9.966,87,1,9.853,1,9.85,86,0.014,21,DONE,1.00000,0,2023-01-10T06:00:00.000+00:00,0,16756,0,1,0,,none,,,,https://127.0.0.1:8089/services/search/jobs/1692933594.1523,200M,1,1,0,0,0,,0,1,0,0,0,0,0,0,0,,,2023-01-12T22:00:00.000+00:00,Your timerange was substituted based on your 'where' clause,0,1,0,"tstats prestats=t local=f summariesonly=t allow_old_summaries=f chunk_size=1000000000 count where index=test_high_cardinality_compressed1 AND display_login=""Ze*"" earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" groupby _time display_login span=2880s",8," | tstats summariesonly=true allow_old_summaries=false chunk_size=1000000000 count WHERE (index=test_high_cardinality_compressed1 display_login=""Ze*"" _time>=1673330400.000 _time<1673560800.000) BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false | export add_timestamp=f add_offset=t format=csv segmentation=raw","tstats  prestats=t local=f summariesonly=t allow_old_summaries=f chunk_size=1000000000 count where (index=test_high_cardinality_compressed1 display_login=""Ze*"" _time>=1673330400.000 _time<1673560800.000) groupby _time display_login span=2880s","tstats  summariesonly=true allow_old_summaries=false chunk_size=1000000000 count WHERE (index=test_high_cardinality_compressed1 display_login=""Ze*"" _time>=1673330400.000 _time<1673560800.000) BY _time span=2880s, display_login  | timechart  limit=100 span=2880s count BY display_login usenull=false  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",542868,,,,5,,2023-08-25T03:19:54.000+00:00,sistats count by _time display_login,"tstats  prestats=t local=f summariesonly=t allow_old_summaries=f chunk_size=1000000000 count where (index=test_high_cardinality_compressed1 display_login=""Ze*"" _time>=1673330400.000 _time<1673560800.000) groupby _time display_login span=2880s","tstats  summariesonly=true allow_old_summaries=false chunk_size=1000000000 count WHERE (index=test_high_cardinality_compressed1 display_login=""Ze*"" _time>=1673330400.000 _time<1673560800.000) BY _time span=2880s, display_login | timechart  limit=100 span=2880s count BY display_login usenull=false | export  add_timestamp=f add_offset=t format=csv segmentation=raw","| tstats summariesonly=t chunk_size=1000000000 count WHERE index=test_high_cardinality_compressed1 AND display_login=""Ze*"" earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00""  BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false",81,0,81,10.33,0,0,1,0,16756,"| tstats summariesonly=t chunk_size=1000000000 count WHERE index=test_high_cardinality_compressed1 AND display_login=""Ze*"" earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00""  BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false | export add_timestamp=f add_offset=t format=csv segmentation=raw",,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,0,1673330400.000000000,1673560800.000000000,ip-172-31-15-178.ec2.internal,0,0,tstats1,1692933594.1523,ip-172-31-15-178.ec2.internal,0.026,2,0.13,2,,,,,,,,,,0,"| tstats summariesonly=t chunk_size=1000000000 count WHERE index=test_high_cardinality_compressed1 AND display_login=""Ze*"" earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00""  BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,2023-08-25T03:20:04.849+00:00
,,,jmeter-test,false,0,1970-01-01T00:00:00.000+00:00,604800,86400,,200704,0.002,1,2,,,,9.866,87,1,9.981,1,9.978,86,0.013,20,DONE,1.00000,0,2023-01-10T06:00:00.000+00:00,0,42349,0,1,0,,none,,,,https://127.0.0.1:8089/services/search/jobs/1692933594.1522,200M,1,1,0,0,0,,0,1,0,0,0,0,0,0,0,,,2023-01-12T22:00:00.000+00:00,Your timerange was substituted based on your 'where' clause,0,1,0,"tstats prestats=t local=f summariesonly=t allow_old_summaries=f chunk_size=1000000000 count where index=test_high_cardinality_compressed1 AND display_login=""Ab*"" earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" groupby _time display_login span=2880s",8," | tstats summariesonly=true allow_old_summaries=false chunk_size=1000000000 count WHERE (index=test_high_cardinality_compressed1 display_login=""Ab*"" _time>=1673330400.000 _time<1673560800.000) BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false | export add_timestamp=f add_offset=t format=csv segmentation=raw","tstats  prestats=t local=f summariesonly=t allow_old_summaries=f chunk_size=1000000000 count where (index=test_high_cardinality_compressed1 display_login=""Ab*"" _time>=1673330400.000 _time<1673560800.000) groupby _time display_login span=2880s","tstats  summariesonly=true allow_old_summaries=false chunk_size=1000000000 count WHERE (index=test_high_cardinality_compressed1 display_login=""Ab*"" _time>=1673330400.000 _time<1673560800.000) BY _time span=2880s, display_login  | timechart  limit=100 span=2880s count BY display_login usenull=false  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ",542869,,,,5,,2023-08-25T03:19:54.000+00:00,sistats count by _time display_login,"tstats  prestats=t local=f summariesonly=t allow_old_summaries=f chunk_size=1000000000 count where (index=test_high_cardinality_compressed1 display_login=""Ab*"" _time>=1673330400.000 _time<1673560800.000) groupby _time display_login span=2880s","tstats  summariesonly=true allow_old_summaries=false chunk_size=1000000000 count WHERE (index=test_high_cardinality_compressed1 display_login=""Ab*"" _time>=1673330400.000 _time<1673560800.000) BY _time span=2880s, display_login | timechart  limit=100 span=2880s count BY display_login usenull=false | export  add_timestamp=f add_offset=t format=csv segmentation=raw","| tstats summariesonly=t chunk_size=1000000000 count WHERE index=test_high_cardinality_compressed1 AND display_login=""Ab*"" earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00""  BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false",81,0,81,10.534,0,0,1,0,42349,"| tstats summariesonly=t chunk_size=1000000000 count WHERE index=test_high_cardinality_compressed1 AND display_login=""Ab*"" earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00""  BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false | export add_timestamp=f add_offset=t format=csv segmentation=raw",,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,0,1673330400.000000000,1673560800.000000000,ip-172-31-15-178.ec2.internal,0,0,tstats2,1692933594.1522,ip-172-31-15-178.ec2.internal,0.018,2,0.09,2,,,,,,,,,,0,"| tstats summariesonly=t chunk_size=1000000000 count WHERE index=test_high_cardinality_compressed1 AND display_login=""Ab*"" earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00""  BY _time span=2880s, display_login | timechart limit=100 span=2880s count BY display_login usenull=false | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,2023-08-25T03:20:05.039+00:00
602738,294,602738,jmeter-test,false,1,1970-01-01T00:00:00.000+00:00,604800,86400,,3305472,0.002,1,2,0.048,2,2,22.931,295,1,24.481,1,24.463,294,0.035,46,DONE,1.00000,0,2023-01-10T06:00:00.000+00:00,0,602738,0,1,0,"search (earliest=""01/10/2023:06:00:00"" index=test_high_cardinality_compressed1 latest=""01/12/2023:22:00:00"" ""Z*"")",none,602738,294,602738,https://127.0.0.1:8089/services/search/jobs/1692933594.1528,200M,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,earliest::01/10/2023:06:00:00 index::test_high_cardinality_compressed1 latest::01/12/2023:22:00:00 z*,,2023-01-12T22:00:00.000+00:00,Your timerange was substituted based on your search string,100000,1,100000,"litsearch (index=test_high_cardinality_compressed1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""Z*"") | addinfo type=count label=prereport_events | fields keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats count by display_login",18,"| search (earliest=""01/10/2023:06:00:00"" index=test_high_cardinality_compressed1 latest=""01/12/2023:22:00:00"" ""Z*"") | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw","litsearch (index=test_high_cardinality_compressed1 ""Z*"" _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by display_login",stats  count by display_login  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ,542890,602738,294,358547,5,,2023-08-25T03:19:54.000+00:00,sistats count by display_login,"litsearch (index=test_high_cardinality_compressed1 ""Z*"" _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by display_login",stats  count by display_login | export  add_timestamp=f add_offset=t format=csv segmentation=raw,"search index=test_high_cardinality_compressed1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""Z*""  | stats count by display_login",117034,0,117034,25.369,0,0,1,0,602738,"search index=test_high_cardinality_compressed1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""Z*""  | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw",602738,293,602738,23.512,602738,293,602738,2,0.015,2,2,2,2,2,2,602738,293,602738,9.618,602738,293,602738,43,1.81,43,1039467,139,0,294,0.188,293,602738,293,602738,602738,2,43,11.707,69,294,602738,293,602738,294,602738,293,602738,0,1673330400.000000000,1673560800.000000000,ip-172-31-15-178.ec2.internal,43,0,sparse-raw,1692933594.1528,ip-172-31-15-178.ec2.internal,0.016,2,0.086,2,358547,295,0,0,1,0,358547,296,0,0,"search index=test_high_cardinality_compressed1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" ""Z*""  | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,2023-08-25T03:20:19.879+00:00
11135896,3649,11135896,jmeter-test,false,1,1970-01-01T00:00:00.000+00:00,604800,86400,,25513984,0.002,1,2,0.049,2,2,43.903,3650,1,54.193,1,53.996,3649,0.074,96,DONE,1.00000,0,2023-01-10T06:00:00.000+00:00,0,11135896,0,1,0,"search (earliest=""01/10/2023:06:00:00"" index=test_high_cardinality_compressed1 latest=""01/12/2023:22:00:00"")",none,11135896,3649,11135896,https://127.0.0.1:8089/services/search/jobs/1692933594.1527,100M,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,earliest::01/10/2023:06:00:00 index::test_high_cardinality_compressed1 latest::01/12/2023:22:00:00,,2023-01-12T22:00:00.000+00:00,Your timerange was substituted based on your search string,1150000,1,1150000,"litsearch (index=test_high_cardinality_compressed1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"") | addinfo type=count label=prereport_events | fields keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats count by display_login",35,"| search (earliest=""01/10/2023:06:00:00"" index=test_high_cardinality_compressed1 latest=""01/12/2023:22:00:00"") | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw","litsearch (index=test_high_cardinality_compressed1 _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by display_login",stats  count by display_login  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ,542889,11135896,3649,7164107,5,,2023-08-25T03:19:54.000+00:00,sistats count by display_login,"litsearch (index=test_high_cardinality_compressed1 _time>=1673330400.000 _time<1673560800.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""display_login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by display_login",stats  count by display_login | export  add_timestamp=f add_offset=t format=csv segmentation=raw,"search index=test_high_cardinality_compressed1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" | stats count by display_login",1180004,0,1180004,59.429,0,0,1,0,11135896,"search index=test_high_cardinality_compressed1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw",11135896,3648,11135896,40.22,11135896,3648,11135896,2,0.015,2,2,2,2,2,2,11135896,3648,11135896,1.649,11135896,3648,11135896,43,2.181,43,,146,0,3649,2.01,3648,11135896,3648,11135896,11135896,2,43,32.469,912,3649,11135896,3648,11135896,3649,11135896,3648,11135896,0,1673330400.000000000,1673560800.000000000,ip-172-31-15-178.ec2.internal,43,0,dense-indexed,1692933594.1527,ip-172-31-15-178.ec2.internal,0.016,2,0.086,2,7164107,3650,0,0,1,0,7164107,3651,0,0,"search index=test_high_cardinality_compressed1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"" | stats count by display_login | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,2023-08-25T03:20:53.959+00:00
11135896,3649,11135896,jmeter-test,false,1,1970-01-01T00:00:00.000+00:00,604800,86400,,25526272,0.002,1,2,0.051,2,2,106.652,3651,1,117.732,1,117.509,3649,0.12,173,DONE,1.00000,0,2023-01-10T06:00:00.000+00:00,0,11135896,0,1,0,"search (earliest=""01/10/2023:06:00:00"" index=test_high_cardinality_compressed1 latest=""01/12/2023:22:00:00"") | spath actor.login",none,11135896,3649,11135896,https://127.0.0.1:8089/services/search/jobs/1692933594.1526,200M,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,earliest::01/10/2023:06:00:00 index::test_high_cardinality_compressed1 latest::01/12/2023:22:00:00,,2023-01-12T22:00:00.000+00:00,Your timerange was substituted based on your search string,1150000,1,1150000,"litsearch (index=test_high_cardinality_compressed1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00"") | spath actor.login | addinfo type=count label=prereport_events | fields keepcolorder=t ""actor.login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats count by ""actor.login""",49,"| search (earliest=""01/10/2023:06:00:00"" index=test_high_cardinality_compressed1 latest=""01/12/2023:22:00:00"") | spath actor.login | stats count by actor.login | export add_timestamp=f add_offset=t format=csv segmentation=raw","litsearch (index=test_high_cardinality_compressed1 _time>=1673330400.000 _time<1673560800.000) | spath  actor.login | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""actor.login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by ""actor.login""",stats  count by actor.login  | export  add_timestamp=f add_offset=t format=csv segmentation=raw | noop ,542888,11135896,3649,7164338,5,,2023-08-25T03:19:54.000+00:00,sistats count by actor.login,"litsearch (index=test_high_cardinality_compressed1 _time>=1673330400.000 _time<1673560800.000) | spath  actor.login | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""actor.login"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  count by ""actor.login""",stats  count by actor.login | export  add_timestamp=f add_offset=t format=csv segmentation=raw,"search index=test_high_cardinality_compressed1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00""  | spath actor.login  | stats count by actor.login",1180022,0,1180022,122.889,0,0,1,0,11135896,"search index=test_high_cardinality_compressed1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00""  | spath actor.login  | stats count by actor.login | export add_timestamp=f add_offset=t format=csv segmentation=raw",11135896,3648,11135896,73.807,11135896,3648,11135896,2,0.017,2,2,2,2,2,2,11135896,3648,11135896,1.559,11135896,3648,11135896,43,2.134,43,,139,0,3649,36.462,3648,11135896,3648,11135896,11135896,2,43,31.678,912,3649,11135896,3648,11135896,3649,11135896,3648,11135896,0,1673330400.000000000,1673560800.000000000,ip-172-31-15-178.ec2.internal,43,0,dense-raw,1692933594.1526,ip-172-31-15-178.ec2.internal,0.026,2,0.13,2,7164338,3651,0,0,1,0,7164338,3652,0,0,"search index=test_high_cardinality_compressed1 earliest=""01/10/2023:06:00:00"" latest=""01/12/2023:22:00:00""  | spath actor.login  | stats count by actor.login | export add_timestamp=f add_offset=t format=csv segmentation=raw",60,2023-08-25T03:21:57.460+00:00
